N0,state,date,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,-9
79,iowa,d_19610701,20.8,7.7,0,0,0,0.2,0,0,0,0,0
49.5,kansas,d_19610701,0.6,0,0,0,0,49.9,26.8,2.7,0.6,0.1,0
31.4,kentucky,d_19610701,0.5,0,0,0,0,68.1,40.7,6.5,0.5,0,0
10.9,louisiana,d_19610701,0,0,0,0,0,89.1,59.9,10.6,0.6,0,0
36.8,maine,d_19610701,9.3,4.1,0.1,0,0,53.9,30.2,7.2,2.1,0,0
77.2,maryland,d_19610701,0.4,0,0,0,0,22.3,2.9,0,0,0,0
68.3,massachusetts,d_19610701,30.9,6.5,0.1,0,0,0.8,0.6,0.6,0.6,0.4,0
40.2,michigan,d_19610701,58.9,31.8,9.7,4.5,1,0.9,0,0,0,0,0
30.2,minnesota,d_19610701,69.4,48.1,19.7,13.8,9,0.4,0,0,0,0,0
39.6,mississippi,d_19610701,1.6,0,0,0,0,58.9,40.7,11.1,1.4,0,0
37.9,missouri,d_19610701,1.7,0,0,0,0,60.5,22.6,1.7,0.3,0,0
13,montana,d_19610701,81.6,72,47.2,26.8,10.3,5.4,3.8,2,0.2,0,0
56.8,nebraska,d_19610701,28.9,13,1.4,0,0,14.3,8.3,4.1,1.4,0.3,0
47.4,nevada,d_19610701,51.3,32,9.5,1.3,0.1,1.4,0.1,0,0,0,0
21,new-hampshire,d_19610701,79,59.9,8.6,0,0,0,0,0,0,0,0
72.7,new-jersey,d_19610701,0.1,0,0,0,0,27.1,2.9,0,0,0,0
51,new-mexico,d_19610701,46.6,21.7,4,0,0,2.6,0.8,0,0,0,0
55.4,new-york,d_19610701,33.2,18.5,1.2,0.2,0,11.3,2.6,0,0,0,0
77.1,north-carolina,d_19610701,6.6,0.7,0,0,0,16.3,8.4,0.7,0,0,0
2.9,north-dakota,d_19610701,97.1,88.1,60.4,39.4,9.4,0,0,0,0,0,0
69,ohio,d_19610701,2.1,0.1,0,0,0,28.9,13.1,0.6,0,0,0
68.1,oklahoma,d_19610701,11.9,2.3,0,0,0,19.8,9.1,1,0.2,0,0
38.9,oregon,d_19610701,23.8,14.8,0.2,0,0,37.2,26.7,3.6,0.6,0,0
98.2,rhode-island,d_19610701,1.8,0,0,0,0,0,0,0,0,0,0
54.4,south-carolina,d_19610701,0,0,0,0,0,45.6,19.7,0,0,0,0
44.4,south-dakota,d_19610701,53.4,37.2,16.9,8.9,1.3,2.2,0,0,0,0,0
89.2,tennessee,d_19610701,6.7,0.4,0,0,0,4,0.4,0,0,0,0
31.4,texas,d_19610701,2.7,1.1,0,0,0,65.8,44.5,14.3,4.5,0.1,0
31.7,utah,d_19610701,65.7,54.1,35.1,24,12,2.7,0,0,0,0,0
28.8,vermont,d_19610701,71.2,52.1,9.6,0,0,0,0,0,0,0,0
79.6,virginia,d_19610701,10.7,2.8,0,0,0,9.6,0.6,0,0,0,0
9.3,washington,d_19610701,0,0,0,0,0,90.7,70.6,20.5,4.9,0.9,0
57.7,west-virginia,d_19610701,9,1.1,0,0,0,33.4,6.6,0,0,0,0
30.2,wisconsin,d_19610701,69,43.4,12.8,2.2,0,0.8,0.1,0,0,0,0
13.9,wyoming,d_19610701,77.5,69.4,43.5,25.3,7,8.7,7,2.7,0.5,0,0
23.5,alabama,d_19610801,0.8,0.1,0,0,0,75.6,59.3,27.1,11.4,1,0
45.3,arizona,d_19610801,51.9,32.5,9,2.6,0.1,2.7,0.1,0,0,0,0
33.3,arkansas,d_19610801,1.3,0,0,0,0,65.4,47.5,11.5,2.5,0,0
19.4,california,d_19610801,80.2,72.5,47.9,30.2,16.8,0.3,0,0,0,0,0
49.7,colorado,d_19610801,18.9,11.5,3.8,1.2,0.1,31.3,17.4,4.7,2.1,1.1,0
83,connecticut,d_19610801,16.6,0,0,0,0,0.4,0,0,0,0,0
75.7,delaware,d_19610801,0,0,0,0,0,24.2,1.9,0,0,0,0
27.9,district-of-columbia,d_19610801,0,0,0,0,0,72.1,0,0,0,0,0
37.2,florida,d_19610801,51,32.6,9.3,4.4,1.1,12,3.8,0.4,0,0,0
40.3,georgia,d_19610801,0.4,0,0,0,0,59.4,38.1,10.8,2.2,0.2,0
19.2,idaho,d_19610801,76.7,68.5,43.4,19.4,2.7,4.1,1.4,0,0,0,0
26.2,illinois,d_19610801,37,29,14.3,4,0.3,36.7,26.9,6.2,0.2,0,0
47.8,indiana,d_19610801,6.5,0.2,0,0,0,45.6,20.5,1.2,0,0,0
76.3,iowa,d_19610801,21,9.1,0.6,0,0,2.7,0,0,0,0,0
24.6,kansas,d_19610801,0,0,0,0,0,75.4,49.3,13.8,3.2,0.8,0
30.3,kentucky,d_19610801,1.3,0.1,0,0,0,68.4,47.1,7.7,0.7,0,0
5.5,louisiana,d_19610801,0,0,0,0,0,94.4,79.9,25.7,7.9,0.3,0
41.1,maine,d_19610801,14.1,7,1.2,0,0,44.9,28.5,10.5,5.5,0.2,0
69.8,maryland,d_19610801,0,0,0,0,0,30.2,9.5,0,0,0,0
65,massachusetts,d_19610801,30.4,6,0,0,0,4.6,0.6,0.5,0.5,0.3,0
30.1,michigan,d_19610801,65.4,47,23.4,8.5,1.8,4.5,1.1,0,0,0,0
16.6,minnesota,d_19610801,82.4,69.4,38.4,23.2,11.8,1,0,0,0,0,0
34.7,mississippi,d_19610801,0.9,0,0,0,0,64.5,52.2,26.4,14.8,1.7,0
35.6,missouri,d_19610801,3,0.8,0,0,0,61.4,27.7,2.5,0.7,0,0
10.3,montana,d_19610801,85.8,80.2,57.6,36.3,12.8,3.9,2.3,0,0,0,0
58.3,nebraska,d_19610801,29.6,14.2,1.9,0.1,0,12.1,6.5,1.1,0.4,0,0
29.9,nevada,d_19610801,70.1,51.8,9.8,1.3,0,0,0,0,0,0,0
22.7,new-hampshire,d_19610801,76.9,59.4,15.4,3.7,0,0.3,0,0,0,0,0
66.2,new-jersey,d_19610801,0,0,0,0,0,33.8,6.8,0,0,0,0
59,new-mexico,d_19610801,22.9,10.9,0.8,0,0,18,6.4,0.3,0,0,0
56.3,new-york,d_19610801,13.9,4.6,0.3,0,0,29.9,16.5,5,0.8,0,0
47.5,north-carolina,d_19610801,0.2,0,0,0,0,52.2,22.6,3.7,0.7,0,0
0,north-dakota,d_19610801,100,97,79.9,62.8,39.3,0,0,0,0,0,0
54.4,ohio,d_19610801,2.1,0,0,0,0,43.6,25.6,2.2,0.1,0,0
54.3,oklahoma,d_19610801,2.6,0.9,0,0,0,43,25.1,7.4,3.8,0.6,0
39.9,oregon,d_19610801,37.4,28.4,10.7,2.6,0,22.6,9.5,1.3,0.4,0,0
99.1,rhode-island,d_19610801,0.9,0,0,0,0,0,0,0,0,0,0
9.2,south-carolina,d_19610801,0,0,0,0,0,90.8,70.1,17.3,3.2,0,0
33.2,south-dakota,d_19610801,65.7,51.6,27.2,13,4.2,1.1,0.1,0,0,0,0
92.8,tennessee,d_19610801,2.3,0.1,0,0,0,4.9,0.6,0,0,0,0
34.2,texas,d_19610801,3.1,1.6,0,0,0,62.7,42.6,13.5,4.9,0.5,0
40.6,utah,d_19610801,52.7,40.8,25.6,17.1,6.6,6.7,0.9,0,0,0,0
37.8,vermont,d_19610801,62.1,38.6,6.7,1.2,0,0.1,0,0,0,0,0
57.7,virginia,d_19610801,0.5,0,0,0,0,41.8,14.2,0.2,0,0,0
24.8,washington,d_19610801,0,0,0,0,0,75.1,40.7,14,5.9,0.8,0
50.3,west-virginia,d_19610801,3,0,0,0,0,46.7,20.4,1.2,0,0,0
14.5,wisconsin,d_19610801,85.3,66.1,28.8,10.5,1.8,0.3,0,0,0,0,0
6,wyoming,d_19610801,86.8,79.7,59.2,40.3,13.8,7.2,5.7,0.4,0,0,0
16.8,alabama,d_19610901,0.7,0,0,0,0,82.5,70,38.4,20.5,3.3,0
57.5,arizona,d_19610901,39.9,21.7,4.1,1.2,0,2.7,0,0,0,0,0
47.2,arkansas,d_19610901,2.9,0.5,0,0,0,50,27.6,3.7,0.5,0,0
20,california,d_19610901,77.3,62.1,28.4,16.1,2.6,2.7,1.3,0,0,0,0
47.7,colorado,d_19610901,0.5,0,0,0,0,51.7,33,12.6,6.4,2.9,0
90.4,connecticut,d_19610901,1.6,0,0,0,0,8,3.7,0,0,0,0
78.7,delaware,d_19610901,0,0,0,0,0,21.3,7.4,0,0,0,0
100,district-of-columbia,d_19610901,0,0,0,0,0,0,0,0,0,0,0
29.4,florida,d_19610901,65.6,57,28.5,14.8,5.5,5,2.8,0.4,0,0,0
39.8,georgia,d_19610901,0.3,0,0,0,0,59.8,37.8,13.7,3.4,0.7,0
43.4,idaho,d_19610901,41.2,20.1,3.5,0.9,0,15.5,8.5,1.9,0.4,0,0
31.6,illinois,d_19610901,0,0,0,0,0,68.4,45.4,14.9,7.4,1,0
29.3,indiana,d_19610901,0.4,0,0,0,0,70.3,27.2,3.9,0.4,0,0
41.4,iowa,d_19610901,4.6,0.4,0,0,0,54,33.6,4.1,0.4,0,0
23.3,kansas,d_19610901,0,0,0,0,0,76.6,60.8,33.1,16,3.4,0
32,kentucky,d_19610901,3.4,0.2,0,0,0,64.6,40.8,4.7,0,0,0
8.3,louisiana,d_19610901,0,0,0,0,0,91.7,78,42.8,16.4,2.5,0
51.6,maine,d_19610901,14.9,7.6,2,0,0,33.6,25.4,12.7,8.6,2.7,0
83.7,maryland,d_19610901,0.9,0,0,0,0,15.5,8.4,0,0,0,0
65.2,massachusetts,d_19610901,18.1,3.2,0,0,0,16.8,0.6,0.6,0.4,0,0
50,michigan,d_19610901,15.5,4.9,0.2,0,0,34.4,19.7,1.7,0.1,0,0
39.7,minnesota,d_19610901,58.4,34.2,9.3,4.7,1.9,1.9,0.4,0,0,0,0
28.9,mississippi,d_19610901,1.4,0.2,0,0,0,69.8,58,35.6,21.1,9.1,0
30,missouri,d_19610901,0,0,0,0,0,70,53.7,29.8,14.4,4.3,0
26.6,montana,d_19610901,62.5,45.1,17.9,5,0.1,10.8,7.4,3.6,1.9,0,0
59.5,nebraska,d_19610901,16.6,7,0.7,0,0,23.8,13.1,1.9,0.8,0,0
44,nevada,d_19610901,55.1,32.3,2.5,0.3,0,0.8,0,0,0,0,0
22.5,new-hampshire,d_19610901,75.7,58.3,25.9,9.1,0.2,1.7,0,0,0,0,0
70,new-jersey,d_19610901,0,0,0,0,0,30,6.6,0,0,0,0
50.9,new-mexico,d_19610901,33.6,20.2,5.5,0.6,0,15.6,3.9,0.7,0,0,0
53.4,new-york,d_19610901,23.6,9.1,1.3,0.1,0,22.9,12.6,1.7,0.1,0,0
59.1,north-carolina,d_19610901,0.8,0,0,0,0,40.2,17.2,1.8,0.1,0,0
14.2,north-dakota,d_19610901,85.7,67,24.6,9.1,0.5,0,0,0,0,0,0
40.4,ohio,d_19610901,0.8,0,0,0,0,58.8,29.2,1.7,0,0,0
47.6,oklahoma,d_19610901,3.5,0.5,0,0,0,48.9,29.7,11.4,6.2,2.1,0
33.3,oregon,d_19610901,30.3,17.7,4.1,0.7,0,36.3,30.4,14.3,3.1,0,0
35,rhode-island,d_19610901,0,0,0,0,0,65,25.7,0,0,0,0
14.9,south-carolina,d_19610901,0,0,0,0,0,85.1,59.7,15.3,2.2,0,0
36.9,south-dakota,d_19610901,61.7,40.8,15,7.4,3.4,1.4,0,0,0,0,0
85.4,tennessee,d_19610901,7.2,0.1,0,0,0,7.4,0.6,0,0,0,0
49.3,texas,d_19610901,11.6,4.8,1.6,0.9,0,39.1,26.7,8.3,2,0,0
41.6,utah,d_19610901,22.9,14.6,4,0.6,0,35.4,23.8,10.4,0.5,0,0
24.6,vermont,d_19610901,75.1,47.9,13.7,3.6,0.4,0.3,0,0,0,0,0
60.3,virginia,d_19610901,1,0,0,0,0,38.7,9.2,0.3,0,0,0
10.7,washington,d_19610901,0,0,0,0,0,89.4,71.8,45,22,7.1,0
46.4,west-virginia,d_19610901,3.6,0.1,0,0,0,50.1,22.1,0.5,0,0,0
59.6,wisconsin,d_19610901,33.5,17.3,3.3,1.3,0,7,1.7,0.1,0,0,0
36.7,wyoming,d_19610901,52.9,38.5,13.2,4.9,1.4,10.5,7.4,2.8,0.6,0.1,0
12.6,alabama,d_19611001,0.2,0,0,0,0,87.1,69.9,35.1,18.8,3.2,0
60.6,arizona,d_19611001,31.9,17.6,3.8,0.8,0,7.4,2.2,0.1,0,0,0
39.8,arkansas,d_19611001,1.1,0.1,0,0,0,59.1,37.1,8.5,2.1,0,0
18.8,california,d_19611001,74.4,61.2,35.7,21.7,9.3,6.9,4.5,1.7,0.4,0,0
29.1,colorado,d_19611001,0.3,0,0,0,0,70.7,45.4,18.8,9.1,4.1,0
81.3,connecticut,d_19611001,10.8,0.2,0,0,0,7.8,2.7,0,0,0,0
45.6,delaware,d_19611001,0,0,0,0,0,54.4,28.5,2.6,0,0,0
99.9,district-of-columbia,d_19611001,0,0,0,0,0,0.1,0,0,0,0,0
20.2,florida,d_19611001,76.6,68.6,52,36.6,17.6,3.3,2,0.1,0,0,0
53.1,georgia,d_19611001,1.9,0.1,0,0,0,44.9,25.3,6.8,2.1,0.2,0
52.5,idaho,d_19611001,6.2,2.8,0.6,0.1,0,41.3,26.1,11.7,5.3,0.3,0
6.3,illinois,d_19611001,0,0,0,0,0,93.7,64.7,22.7,9.8,0.8,0
9,indiana,d_19611001,0,0,0,0,0,91,61.9,10.5,2.6,0.1,0
32.4,iowa,d_19611001,0.5,0,0,0,0,67.1,46.3,9.2,1.6,0.1,0
22.6,kansas,d_19611001,0,0,0,0,0,77.5,65.5,39.8,21.5,5.1,0
23.6,kentucky,d_19611001,1.1,0,0,0,0,75.2,54,7.3,0,0,0
11.9,louisiana,d_19611001,0,0,0,0,0,88,64.9,14.9,2.4,0,0
58.5,maine,d_19611001,13.4,7,1.6,0,0,28.1,22.4,10.1,5.1,0.1,0
73.2,maryland,d_19611001,1.9,0,0,0,0,25,12.6,1.3,0,0,0
46,massachusetts,d_19611001,26.3,6.7,0,0,0,27.7,6.3,0.6,0.5,0,0
54.2,michigan,d_19611001,4.6,0.2,0,0,0,41.2,24.4,2.8,0.1,0,0
47.8,minnesota,d_19611001,49.1,26.6,7.3,5,0.1,3.1,0.4,0,0,0,0
21.4,mississippi,d_19611001,0.2,0,0,0,0,78.4,60.6,30.4,18.3,3.8,0
25.5,missouri,d_19611001,0,0,0,0,0,74.5,58.2,37.3,22.3,7.3,0
30.1,montana,d_19611001,54.4,35.8,10.8,3,0,15.6,13.5,8.6,5.2,1.2,0
61.7,nebraska,d_19611001,17.3,7,0.3,0,0,21,12.9,2.2,0.5,0,0
59.7,nevada,d_19611001,33.2,23.9,6.5,2,0,7.1,0.4,0,0,0,0
27.8,new-hampshire,d_19611001,71.9,49.4,14,1.6,0,0.5,0,0,0,0,0
66.4,new-jersey,d_19611001,2.7,0,0,0,0,31,7,0,0,0,0
45,new-mexico,d_19611001,38.2,24.6,9.7,4.5,0.4,16.8,6.8,0.6,0,0,0
54.3,new-york,d_19611001,21.4,5.3,0.3,0,0,24.3,12.4,1.3,0.2,0,0
62.5,north-carolina,d_19611001,1.9,0.1,0,0,0,35.5,15.2,0.3,0,0,0
19.3,north-dakota,d_19611001,80.8,65,28.4,13.6,1.4,0,0,0,0,0,0
25.1,ohio,d_19611001,0,0,0,0,0,75,47.6,5.1,0.2,0,0
44.7,oklahoma,d_19611001,1.9,0.3,0,0,0,53.4,33.8,12.2,6.4,1.4,0
36.1,oregon,d_19611001,10.9,3.7,0,0,0,53,46.4,36.3,28.5,7,0
36.9,rhode-island,d_19611001,0,0,0,0,0,63.1,28.1,0,0,0,0
27,south-carolina,d_19611001,0,0,0,0,0,72.9,42.6,6.4,0.3,0,0
43.8,south-dakota,d_19611001,54.4,31.9,11.4,5.6,2.3,1.8,0.1,0,0,0,0
75.7,tennessee,d_19611001,0.5,0,0,0,0,23.9,3.7,0.1,0,0,0
54.5,texas,d_19611001,20.4,11.4,3.5,2.1,1.2,25.1,11.3,1.3,0.2,0,0
43.2,utah,d_19611001,6.9,1.6,0,0,0,49.9,30.5,15.9,4.6,0,0
27.6,vermont,d_19611001,72.3,46.7,8.4,1.1,0,0.1,0,0,0,0,0
33.7,virginia,d_19611001,0.1,0,0,0,0,66.2,41.7,11.8,2.5,0,0
3.2,washington,d_19611001,0,0,0,0,0,96.8,84.6,48.7,26.9,6.3,0
26.1,west-virginia,d_19611001,0,0,0,0,0,73.8,58.1,15.6,1.3,0,0
47.8,wisconsin,d_19611001,16.8,5.8,1,0,0,35.3,14.7,1.4,0.1,0,0
48.8,wyoming,d_19611001,28.3,16.2,4.6,1.5,0.7,22.9,13.5,3.5,1,0.1,0
58.8,alabama,d_19611101,2.3,0,0,0,0,38.8,20.4,2.8,0.4,0,0
62.7,arizona,d_19611101,17.6,9.2,1,0.2,0,19.7,7.3,0.4,0,0,0
29.2,arkansas,d_19611101,0,0,0,0,0,70.9,44.4,9.2,2.8,0,0
47.2,california,d_19611101,43.2,24.2,5.2,0.8,0,9.5,4,1.2,0,0,0
25.6,colorado,d_19611101,0.3,0,0,0,0,74.1,49.3,19.6,10,3.7,0
77.2,connecticut,d_19611101,18.8,0.6,0,0,0,4,0.8,0,0,0,0
83.8,delaware,d_19611101,3.4,0,0,0,0,12.8,0,0,0,0,0
100,district-of-columbia,d_19611101,0,0,0,0,0,0,0,0,0,0,0
19.5,florida,d_19611101,78.6,71.5,53.5,38.8,20.6,2,0.7,0,0,0,0
79.6,georgia,d_19611101,7.2,0.7,0,0,0,13.2,2.9,0,0,0,0
61.6,idaho,d_19611101,16.6,7.6,1.7,0.5,0,21.7,9.3,1.9,0.1,0,0
3.8,illinois,d_19611101,0,0,0,0,0,96.1,76.3,29.5,12.6,2.1,0
17.8,indiana,d_19611101,0,0,0,0,0,82.3,40.8,6.7,1.6,0,0
31.5,iowa,d_19611101,2.2,0,0,0,0,66.3,52.2,18.1,10.4,1.5,0
11.9,kansas,d_19611101,0,0,0,0,0,88.2,73.5,46.8,29.6,9.8,0
23.3,kentucky,d_19611101,6.1,1.4,0,0,0,70.6,44.5,4.8,0.1,0,0
11.2,louisiana,d_19611101,0,0,0,0,0,88.8,68.1,13.1,2.5,0,0
50.7,maine,d_19611101,12.4,6.5,0.2,0,0,37,18.8,7.3,2.8,0,0
71.9,maryland,d_19611101,21.9,1.8,0,0,0,6.2,0.6,0,0,0,0
53.4,massachusetts,d_19611101,24.7,5.2,0,0,0,21.9,4.9,0.5,0,0,0
56.7,michigan,d_19611101,5.1,0.1,0,0,0,38.3,19.6,2.1,0.1,0,0
48.2,minnesota,d_19611101,50.7,26.2,7.6,5.1,0.8,1,0,0,0,0,0
12.5,mississippi,d_19611101,0,0,0,0,0,87.5,73.2,23,3.9,0,0
22.9,missouri,d_19611101,0,0,0,0,0,77,60.5,39.7,28.3,10.6,0
30.6,montana,d_19611101,56.3,33.9,8.2,2.8,0,13.1,8.4,1.2,0.2,0,0
59.7,nebraska,d_19611101,15.9,6.5,0.4,0,0,24.3,14.6,3.3,0.5,0,0
59.1,nevada,d_19611101,28,13.7,1.2,0.1,0,12.8,2.3,0,0,0,0
28.1,new-hampshire,d_19611101,71.2,52.9,15.7,4.4,0,0.7,0,0,0,0,0
87.6,new-jersey,d_19611101,5.3,0,0,0,0,7.1,0,0,0,0,0
59.4,new-mexico,d_19611101,15.6,9.4,1.5,0,0,25,10.6,1.2,0,0,0
59.5,new-york,d_19611101,31.2,10.8,0.5,0.1,0,9.5,2.4,0.1,0,0,0
60.3,north-carolina,d_19611101,19.2,6.8,0.1,0,0,20.4,9.9,0.3,0,0,0
15.5,north-dakota,d_19611101,84.6,72.7,45.9,27.3,12.9,0,0,0,0,0,0
38.1,ohio,d_19611101,0,0,0,0,0,62,35.4,1.1,0,0,0
35.7,oklahoma,d_19611101,0.4,0,0,0,0,64,46.7,18.5,8.9,3.5,0
41.9,oregon,d_19611101,18,8.7,0.7,0,0,40.1,24.5,8.6,3.1,0,0
59.7,rhode-island,d_19611101,0,0,0,0,0,40.3,19.4,0,0,0,0
49.5,south-carolina,d_19611101,7.7,2.3,0,0,0,42.7,27.4,5,0.6,0,0
41.6,south-dakota,d_19611101,57,33.4,10.6,5.9,2.6,1.2,0,0,0,0,0
85.7,tennessee,d_19611101,5.7,0.9,0,0,0,8.6,2.5,0,0,0,0
53.6,texas,d_19611101,18.8,9.8,2,0.4,0,27.6,13,2.5,0.5,0.1,0
30.1,utah,d_19611101,3.5,0.9,0,0,0,66.4,45.9,19.3,9.6,0.3,0
24.6,vermont,d_19611101,75.5,51.5,12.3,1.5,0,0,0,0,0,0,0
58.6,virginia,d_19611101,4.4,1,0,0,0,37.1,18.1,0.6,0,0,0
83.4,washington,d_19611101,3.8,0,0,0,0,12.7,2.1,0,0,0,0
37.3,west-virginia,d_19611101,0.2,0,0,0,0,62.4,42.7,9.3,1,0,0
41.4,wisconsin,d_19611101,15.8,5.6,0.4,0,0,42.8,30.2,6.2,1.2,0,0
49.8,wyoming,d_19611101,28.5,17.1,5.3,2.1,0.9,21.8,12,2.5,0.6,0.2,0
17.9,alabama,d_19611201,0,0,0,0,0,82.1,55.9,20,5.4,0,0
66.1,arizona,d_19611201,7.9,2.1,0,0,0,26,13.6,0.8,0,0,0
48,arkansas,d_19611201,0.3,0,0,0,0,51.7,33,5.9,2.2,0,0
62.3,california,d_19611201,35.8,14.7,2.1,0.1,0,2,0.5,0,0,0,0
49.3,colorado,d_19611201,1.5,0,0,0,0,49.2,31.4,12.6,6.7,1.8,0
73.3,connecticut,d_19611201,22.8,0.9,0,0,0,3.9,0.7,0,0,0,0
71.4,delaware,d_19611201,14.4,0.8,0,0,0,14.2,0.2,0,0,0,0
100,district-of-columbia,d_19611201,0,0,0,0,0,0,0,0,0,0,0
18.2,florida,d_19611201,77.6,72.4,54.9,43.6,25.8,4.2,1.6,0.1,0,0,0
52.2,georgia,d_19611201,2.3,0.3,0,0,0,45.5,22.6,2.5,0,0,0
59.5,idaho,d_19611201,20.9,11.3,3.5,1.4,0.5,19.6,6.9,1.2,0,0,0
14.4,illinois,d_19611201,0,0,0,0,0,85.8,57.8,20,7.3,0.4,0
58.8,indiana,d_19611201,0,0,0,0,0,41.3,15.7,1.6,0,0,0
40.3,iowa,d_19611201,8.1,2.5,0,0,0,51.5,27.7,10.9,3.4,0.1,0
16,kansas,d_19611201,0,0,0,0,0,83.9,69.3,38.3,23,7.6,0
25.5,kentucky,d_19611201,0.5,0,0,0,0,73.9,40.9,1.9,0.2,0,0
11.8,louisiana,d_19611201,0,0,0,0,0,88.3,57.7,14.1,6.5,0.9,0
42.4,maine,d_19611201,12.1,5.4,0,0,0,45.5,23.4,4.5,0.2,0,0
65.2,maryland,d_19611201,29.1,3.1,0,0,0,5.8,0.8,0,0,0,0
52.8,massachusetts,d_19611201,24.2,2.5,0,0,0,22.9,4.6,0.3,0,0,0
68.2,michigan,d_19611201,9.6,1.5,0,0,0,22.2,10.6,0.4,0,0,0
54.7,minnesota,d_19611201,44.7,20.5,6.3,2.1,0,0.6,0,0,0,0,0
14.2,mississippi,d_19611201,0,0,0,0,0,85.9,75.1,36.3,8,1.2,0
34.8,missouri,d_19611201,0.9,0,0,0,0,64.3,50.3,30,15.5,4.4,0
28.4,montana,d_19611201,57.9,35.8,7.9,1.6,0,13.6,9.1,0.6,0,0,0
57.5,nebraska,d_19611201,24.7,10.7,1.1,0,0,17.8,9.2,0.7,0,0,0
54.1,nevada,d_19611201,35.5,16.4,1,0.1,0,10.4,1.8,0,0,0,0
37.1,new-hampshire,d_19611201,60.2,32.8,1.2,0,0,2.8,0,0,0,0,0
73.9,new-jersey,d_19611201,26.1,1.9,0,0,0,0,0,0,0,0,0
60.2,new-mexico,d_19611201,16.5,10.7,3.3,0.1,0,23.3,8.2,0.6,0,0,0
61.6,new-york,d_19611201,33,8.3,0.2,0,0,5.4,1.1,0,0,0,0
58.1,north-carolina,d_19611201,9.5,2.9,0.1,0,0,32.4,16.5,2.9,0.3,0,0
17.7,north-dakota,d_19611201,82.3,67.9,33.2,19.4,7.7,0,0,0,0,0,0
59.4,ohio,d_19611201,1.5,0.2,0,0,0,39.1,14.6,0.2,0,0,0
44.9,oklahoma,d_19611201,2.3,0.6,0,0,0,52.8,37.7,15.1,8.7,3.7,0
56.8,oregon,d_19611201,26.7,16.5,5.1,1.3,0.1,16.6,2.1,0,0,0,0
61,rhode-island,d_19611201,0,0,0,0,0,39,18.2,0,0,0,0
46.8,south-carolina,d_19611201,4.7,1.2,0,0,0,48.4,26.4,5,0.1,0,0
48.8,south-dakota,d_19611201,49.4,29.3,11.1,5.6,2.3,1.7,0.2,0,0,0,0
63.4,tennessee,d_19611201,0.9,0,0,0,0,35.7,14.7,0.4,0,0,0
55.2,texas,d_19611201,22.6,12,2.5,1.3,0,22.3,10.2,2.2,0.5,0.1,0
51.7,utah,d_19611201,6,1.6,0,0,0,42.3,23.8,7.6,0.6,0,0
35.1,vermont,d_19611201,64.9,34.9,1.6,0,0,0,0,0,0,0,0
39.7,virginia,d_19611201,2.2,0.6,0,0,0,58.2,32.2,6.2,0.5,0,0
74.9,washington,d_19611201,20.8,4.5,0,0,0,4.2,0.5,0,0,0,0
30.3,west-virginia,d_19611201,0.7,0,0,0,0,68.9,44.2,7.1,0.5,0,0
48.8,wisconsin,d_19611201,22.1,8.8,0.6,0,0,29.2,12.8,0.9,0,0,0
46.6,wyoming,d_19611201,31.7,19.3,5.9,1.9,0.9,21.6,11.5,1.2,0.6,0.2,0
12.6,alabama,d_19620101,0,0,0,0,0,87.4,73.5,40.4,20.3,3.2,0
56.3,arizona,d_19620101,4.5,0.9,0,0,0,39.2,20.4,4.7,0.1,0,0
20.7,arkansas,d_19620101,0,0,0,0,0,79.3,56.5,24.2,10.6,1.8,0
51.6,california,d_19620101,45.7,27.7,2.7,0.8,0,2.7,0.3,0,0,0,0
40.1,colorado,d_19620101,0.4,0,0,0,0,59.5,41.3,19,10.9,4.9,0
31.2,connecticut,d_19620101,67.9,12.6,0,0,0,0.8,0,0,0,0,0
46.5,delaware,d_19620101,26,17,0,0,0,27.5,14.9,0,0,0,0
61.2,district-of-columbia,d_19620101,38.8,0,0,0,0,0,0,0,0,0,0
13.1,florida,d_19620101,84.4,79.7,67.4,51.9,31.3,2.5,0.4,0,0,0,0
43.7,georgia,d_19620101,25.2,14.9,3.1,0.2,0,31.1,19.8,3.6,0.1,0,0
66.2,idaho,d_19620101,23.5,12.7,2,0.6,0,10.4,3.8,0.2,0,0,0
5,illinois,d_19620101,0,0,0,0,0,95.1,83.9,33.8,13.3,3.4,0
55.7,indiana,d_19620101,0.5,0,0,0,0,43.8,16.3,0.7,0,0,0
36.5,iowa,d_19620101,5.9,1.3,0,0,0,57.7,42.4,15.3,8.8,1.3,0
7.1,kansas,d_19620101,0,0,0,0,0,92.9,78.2,46.1,29,10.6,0
33.9,kentucky,d_19620101,0.4,0,0,0,0,65.7,28.9,1.7,0,0,0
7.2,louisiana,d_19620101,0,0,0,0,0,92.9,80.5,40.8,17.8,6.1,0
36.1,maine,d_19620101,33.5,18.3,3.5,0,0,30.4,10.8,0,0,0,0
25.6,maryland,d_19620101,64.9,39.2,2,0,0,9.5,5.2,0,0,0,0
54.9,massachusetts,d_19620101,36.7,15.4,0,0,0,8.5,4.2,0,0,0,0
66.4,michigan,d_19620101,11.7,2.2,0,0,0,21.9,13.3,4.1,0.8,0,0
47.4,minnesota,d_19620101,52.1,26.9,9.5,2.2,0,0.5,0,0,0,0,0
1.9,mississippi,d_19620101,0,0,0,0,0,98.1,93.1,74.7,57.6,24,0
24.5,missouri,d_19620101,0.1,0,0,0,0,75.4,56.8,31.2,19.5,6.3,0
