,Feature,Importance
1296,average_temp_9 state_NEBRASKA,0.00010083270615192548
1297,year_1977 year_1988,0.00010076338208257963
1298,W0_7 average_temp_6,0.00010075236222397843
1299,D2_7 state_SOUTH DAKOTA,0.00010069676905675865
1300,D1_10 N0_8,0.00010068166863598285
1301,D4_10 average_temp_8,0.00010065808191015085
1302,state_NORTH CAROLINA year_1979,0.00010064001915928611
1303,D1_7 W0_5,0.00010044387520173585
1304,average_temp_8 year_2020,0.00010009400716016383
1305,D4_4 year_1993,0.00010007465327956052
1306,D1_8 average_temp_10,9.998491000123937e-05
1307,W2_8 average_temp_6,9.997909599403439e-05
1308,D4_7 average_temp_11,9.99620388586526e-05
1309,W4_10 year_2005,9.988099524444605e-05
1310,D0_7 D4_7,9.987804407871607e-05
1311,W2_11 state_MISSISSIPPI,9.980626390906614e-05
1312,W0_9 year_1978,9.98014595915785e-05
1313,state_ILLINOIS state_UTAH,9.976737013020244e-05
1314,D0_11 N0_11,9.972521814747961e-05
1315,D3_4 average_temp_4,9.971306468485925e-05
1316,D2_8 W2_6,9.970404504411593e-05
1317,D1_5 D4_6,9.958274073417603e-05
1318,W4_5 W4_8,9.948344868800363e-05
1319,state_ILLINOIS state_KANSAS,9.937368454601014e-05
1320,D3_6 state_SOUTH DAKOTA,9.919546091771863e-05
1321,W4_4 average_temp_8,9.9067372020284e-05
1322,N0_8 W0_7,9.905613456409856e-05
1323,D3_5 average_temp_8,9.904562882689854e-05
1324,W0_10 W4_11,9.902824872080033e-05
1325,W0_7 W4_4,9.902733696895153e-05
1326,D3_4 state_ARKANSAS,9.898678362999384e-05
1327,N0_7 year_1974,9.896735614775838e-05
1328,D3_8 year_1979,9.895479512506863e-05
1329,year_2006 year_2014,9.892459565225941e-05
1330,average_temp_11 year_1990,9.883553225931929e-05
1331,average_temp_4 year_2007,9.880924732895678e-05
1332,D0_11 year_1984,9.863811164414513e-05
1333,N0_10 year_1973,9.862888440595254e-05
1334,W0_4 state_IDAHO,9.85958940504311e-05
1335,D1_7 D4_10,9.857316529307527e-05
1336,N0_8 W4_7,9.852992665827479e-05
1337,D1_6 D4_10,9.852215195845552e-05
1338,average_temp_8 state_IDAHO,9.84870866869152e-05
1339,D0_10 average_temp_9,9.839831956219206e-05
1340,N0_6 W2_7,9.836064324007562e-05
1341,D4_4 average_temp_5,9.833411720649868e-05
1342,N0_10 average_temp_5,9.828961059932611e-05
1343,W0_10 W4_5,9.82628958353088e-05
1344,W1_4 average_temp_7,9.824179372174883e-05
1345,D0_11 W4_7,9.818235872676452e-05
1346,N0_6 W2_10,9.806985477352526e-05
1347,average_temp_5 state_WYOMING,9.80218100579692e-05
1348,N0_8 W2_8,9.800943065036939e-05
1349,W2_9 W4_9,9.796489332202701e-05
1350,N0_9 year_1984,9.785876743782746e-05
1351,D0_5 D2_9,9.784956146217134e-05
1352,D0_10 state_ALABAMA,9.77512845534497e-05
1353,N0_8 W0_5,9.774218528046217e-05
1354,W0_7 W2_6,9.773078517394552e-05
1355,D1_5 N0_7,9.76260174461053e-05
1356,W4_4 year_1982,9.762411870276108e-05
1357,average_temp_9 state_VIRGINIA,9.76238941862602e-05
1358,W4_11 year_1976,9.761212967106487e-05
1359,D2_11 W4_4,9.753706050047412e-05
1360,average_temp_7 state_GEORGIA,9.745136635988019e-05
1361,D3_8 average_temp_7,9.744203870555645e-05
1362,W2_8 average_temp_5,9.738298602614865e-05
1363,W1_7 state_SOUTH CAROLINA,9.737267030360551e-05
1364,D1_4 W1_8,9.732596983908348e-05
1365,D2_6 year_2005,9.724194936945253e-05
1366,W0_8 average_temp_10,9.723092392831434e-05
1367,D3_11 year_2018,9.715937771838266e-05
1368,D4_10 average_temp_11,9.713052999086695e-05
1369,D3_7 year_1975,9.695307967977564e-05
1370,D0_5 year_2002,9.690350449338549e-05
1371,state_COLORADO year_2005,9.687711391219107e-05
1372,state_ARIZONA state_SOUTH DAKOTA,9.674605045330745e-05
1373,N0_10 year_1970,9.671923056491474e-05
1374,W2_10 year_1980,9.671722552853236e-05
1375,N0_9 average_temp_7,9.662566452038375e-05
1376,D1_6 state_SOUTH CAROLINA,9.658643516235821e-05
1377,W4_5 average_temp_5,9.654704225920434e-05
1378,W0_4 W1_8,9.652084541655134e-05
1379,D2_7 W3_5,9.645894554502939e-05
1380,N0_10 year_1998,9.64305349618461e-05
1381,W4_5 average_temp_4,9.623237360645081e-05
1382,D1_9 W3_7,9.622461572461458e-05
1383,N0_11 year_1976,9.613606890897686e-05
1384,D3_4 state_WASHINGTON,9.612207677238614e-05
1385,D0_11 year_2010,9.588544256613403e-05
1386,D1_9 N0_4,9.58654376696e-05
1387,average_temp_7 state_WYOMING,9.585817688765055e-05
1388,D0_10 W2_11,9.58416829942128e-05
1389,D1_8 state_KANSAS,9.575888496360133e-05
1390,D2_4 D3_8,9.573456749207139e-05
1391,N0_9 year_1974,9.568799483384476e-05
1392,D1_9 average_temp_5,9.563620202043519e-05
1393,N0_5 W1_9,9.563340083055462e-05
1394,W3_5 state_ARIZONA,9.557379924624938e-05
1395,year_1975 year_1993,9.555667660337344e-05
1396,N0_4 year_1973,9.550418646935544e-05
1397,D3_4 W2_9,9.547827820581667e-05
1398,D2_4 D4_4,9.544730514148125e-05
1399,average_temp_6 year_1993,9.540902941077099e-05
1400,N0_9 year_2006,9.539692913254298e-05
1401,D1_5 year_2005,9.537133105316934e-05
1402,year_1982 year_1984,9.532217324346313e-05
1403,D2_7 W0_7,9.528515890803406e-05
1404,W3_10 W4_11,9.518533611718656e-05
1405,N0_7 state_ARKANSAS,9.517529991737057e-05
1406,average_temp_4 year_1977,9.513694905289257e-05
1407,D0_8 W1_5,9.512795482649033e-05
1408,average_temp_7 year_1986,9.508365004353248e-05
1409,D0_11 D2_9,9.50803052986035e-05
1410,D1_11 N0_8,9.478206264107855e-05
1411,D2_7 average_temp_10,9.477895813201022e-05
1412,D0_7 average_temp_4,9.470337436436952e-05
1413,N0_7 W0_5,9.46865718770249e-05
1414,W1_10 W2_4,9.465522891922942e-05
1415,D1_5 W4_9,9.443516700353962e-05
1416,W3_10 year_2007,9.442720427362961e-05
1417,year_1991 year_1995,9.439275855728492e-05
1418,D2_11 average_temp_5,9.433292415075324e-05
1419,W1_11 year_2010,9.43210681796677e-05
1420,average_temp_7 state_ARIZONA,9.427689847718725e-05
1421,D2_10 N0_11,9.427087137784682e-05
1422,D0_6 N0_10,9.423353848016079e-05
1423,N0_11 W4_9,9.418673015886938e-05
1424,D1_4 W2_4,9.41815463990985e-05
1425,year_1970 year_1978,9.416501360523245e-05
1426,average_temp_7 state_NORTH CAROLINA,9.415648878344965e-05
1427,D4_11 average_temp_8,9.412635654179924e-05
1428,state_CALIFORNIA year_2007,9.411724551645864e-05
1429,state_COLORADO year_2015,9.407140196598566e-05
1430,D2_10 W0_6,9.405362296852503e-05
1431,N0_11 W0_7,9.405309340493136e-05
1432,W0_10 W1_9,9.403352471377993e-05
1433,W3_9 year_1983,9.398243013528996e-05
1434,year_2000 year_2008,9.395900237218968e-05
1435,N0_10 W0_5,9.393553354371899e-05
1436,W4_7 average_temp_6,9.388568490323966e-05
1437,W1_8 year_1975,9.387912132643402e-05
1438,D0_5 state_NORTH DAKOTA,9.38724139755949e-05
1439,W4_4 state_UTAH,9.384721199866511e-05
1440,D1_4 W4_7,9.374034516127835e-05
1441,N0_11 W1_6,9.367342393043257e-05
1442,average_temp_4 year_1988,9.362586969855762e-05
1443,W1_6 W1_11,9.360375038495073e-05
1444,N0_7 year_1976,9.356638957549908e-05
1445,W1_5 average_temp_6,9.350705195301407e-05
1446,W1_7 average_temp_4,9.342240344189502e-05
1447,D1_4 average_temp_10,9.339744288523669e-05
1448,W0_5 W3_5,9.332923987508049e-05
1449,D4_5 D4_8,9.32713834598819e-05
1450,W1_4 W4_9,9.324293252522213e-05
1451,D2_11 average_temp_4,9.313062284612386e-05
1452,D3_4 year_2005,9.311774669865866e-05
1453,D0_8 average_temp_11,9.304771348914863e-05
1454,W1_6 average_temp_8,9.302047964309036e-05
1455,D1_7 W4_8,9.300132758090968e-05
1456,D2_5 N0_10,9.298042343954769e-05
1457,D4_5 average_temp_8,9.28864093374914e-05
1458,N0_10 W1_7,9.285694686026884e-05
1459,W0_8 year_2004,9.264419561708128e-05
1460,average_temp_5 state_WEST VIRGINIA,9.251963371686667e-05
1461,D0_4 D3_11,9.251122047680327e-05
1462,W0_11 average_temp_8,9.247155252456248e-05
1463,W3_5 W4_4,9.241416249537756e-05
1464,N0_11 W1_5,9.240269847522013e-05
1465,W3_4 average_temp_10,9.236565680455333e-05
1466,W1_9 W2_8,9.22706693869015e-05
1467,W3_6 W3_11,9.222299541024047e-05
1468,D0_4 average_temp_11,9.219400511895636e-05
1469,D3_11 D4_8,9.210821487254821e-05
1470,W1_4 average_temp_6,9.207948556724685e-05
1471,D4_10 N0_8,9.200898223062366e-05
1472,W4_9 average_temp_10,9.200610530808148e-05
1473,D0_11 average_temp_7,9.19726331109286e-05
1474,N0_8 W4_9,9.182493607558725e-05
1475,W0_8 state_COLORADO,9.176658885087292e-05
1476,D4_10 W1_11,9.163047034523074e-05
1477,state_KANSAS state_OKLAHOMA,9.159441868926977e-05
1478,W2_8 W2_9,9.154160791991268e-05
1479,year_2005 year_2011,9.139487654782637e-05
1480,W2_8 year_2011,9.135153512465867e-05
1481,average_temp_9 year_2014,9.126629453410413e-05
1482,D0_5 year_1988,9.12565361716742e-05
1483,W1_9 year_1973,9.121116585776467e-05
1484,average_temp_8 state_COLORADO,9.119153413560269e-05
1485,D2_5 average_temp_7,9.117057576803764e-05
1486,D0_9 W1_6,9.107020132819035e-05
1487,D0_4 W2_9,9.1051732452286e-05
1488,D0_9 W2_11,9.101940857034909e-05
1489,D4_4 year_1985,9.098642643527568e-05
1490,W2_6 year_1993,9.09022316323378e-05
1491,D2_6 year_1980,9.090164763061926e-05
1492,N0_11 W3_8,9.076345002427636e-05
1493,year_1972 year_1981,9.074332317297571e-05
1494,W3_5 W3_6,9.067596055237833e-05
1495,N0_4 state_OKLAHOMA,9.060329366797083e-05
1496,W1_4 state_ALABAMA,9.057074868140934e-05
1497,N0_4 year_1978,9.054150514171012e-05
1498,W2_9 average_temp_8,9.050789148033844e-05
1499,W1_4 W3_9,9.047354092034653e-05
1500,W2_11 year_2017,9.046487411885162e-05
1501,D1_8 W3_7,9.04266626325664e-05
1502,D2_8 W1_11,9.041923502466813e-05
1503,D1_8 N0_9,9.038749769121097e-05
1504,D0_4 N0_10,9.036838385907244e-05
1505,D3_4 D3_8,9.033769845638907e-05
1506,state_ARKANSAS year_2018,9.027901102383317e-05
1507,W1_7 W4_8,9.026834722038754e-05
1508,N0_8 year_2011,9.026309046264385e-05
1509,D1_10 N0_6,9.023274186799789e-05
1510,W2_7 W2_8,9.015840740209096e-05
1511,average_temp_9 state_MISSISSIPPI,9.015513404154833e-05
1512,D2_9 year_1973,9.010799385569027e-05
1513,W1_8 W2_8,9.005155950554424e-05
1514,D0_7 W1_6,9.002542438321549e-05
1515,state_SOUTH DAKOTA year_1989,8.993941724651278e-05
1516,N0_9 state_NEW MEXICO,8.993290408406792e-05
1517,D4_10 average_temp_5,8.987982384165598e-05
1518,N0_6 W3_8,8.984294321504011e-05
1519,W0_10 W4_7,8.979450899508298e-05
1520,D2_4 average_temp_11,8.978746630326904e-05
1521,state_NORTH CAROLINA year_1977,8.978571238894277e-05
1522,D0_6 D2_9,8.969985303345442e-05
1523,D3_9 average_temp_7,8.96861054724489e-05
1524,year_2007 year_2018,8.960254810936235e-05
1525,W2_11 year_1993,8.957444073041609e-05
1526,N0_10 year_2004,8.952827624847822e-05
1527,W3_9 average_temp_9,8.945665067905296e-05
1528,D0_8 D1_5,8.936857648397396e-05
1529,D0_10 W2_7,8.934508823509002e-05
1530,D0_11 N0_9,8.932565074064167e-05
1531,D2_6 W4_4,8.930705458812763e-05
1532,average_temp_8 year_2001,8.926248215879295e-05
1533,average_temp_7 year_1976,8.906477802932648e-05
1534,D1_10 W1_4,8.905721211044668e-05
1535,N0_5 year_2019,8.898408796310039e-05
1536,W4_10 year_2007,8.898356166334692e-05
1537,D0_10 W3_11,8.887550078375007e-05
1538,W0_7 year_1979,8.883290799280377e-05
1539,D0_11 W1_11,8.880967735935427e-05
1540,N0_8 state_SOUTH CAROLINA,8.875133674129664e-05
1541,D2_8 D4_7,8.871500252880696e-05
1542,D2_10 year_1988,8.865435039680898e-05
1543,D0_7 W2_8,8.86261805760929e-05
1544,W4_5 year_2012,8.860458068424596e-05
1545,D1_11 average_temp_7,8.859818351428662e-05
1546,W0_10 W1_10,8.859257486593683e-05
1547,W2_9 average_temp_7,8.85264379827676e-05
1548,D1_7 W3_8,8.851849071219654e-05
1549,D3_9 N0_10,8.845481767439387e-05
1550,W3_11 year_2011,8.844628172495008e-05
1551,D2_9 W2_10,8.837689469211237e-05
1552,W2_11 W3_9,8.836323576511179e-05
1553,year_2003 year_2010,8.835226826279116e-05
1554,N0_5 average_temp_4,8.833690784557048e-05
1555,N0_5 year_1983,8.833638860765318e-05
1556,W0_7 average_temp_10,8.8263081916025e-05
1557,D2_8 D3_7,8.825863131647118e-05
1558,W2_5 year_1976,8.821420599464579e-05
1559,D2_5 D4_8,8.820083461765841e-05
1560,D1_10 D3_11,8.817809436575225e-05
1561,D1_6 year_1975,8.817663947646597e-05
1562,W0_9 state_NORTH CAROLINA,8.802233342344931e-05
1563,D1_4 D4_6,8.798580113421049e-05
1564,year_2006 year_2011,8.798155801335053e-05
1565,D1_5 W4_4,8.784642650828468e-05
1566,W2_11 year_2015,8.775334551505377e-05
1567,D0_4 year_1974,8.770535125446971e-05
1568,D1_5 W3_11,8.76060998700649e-05
1569,W1_6 year_1976,8.759667036327312e-05
1570,D0_6 D2_8,8.757514737313111e-05
1571,D0_8 N0_11,8.7507800060207e-05
1572,D3_4 N0_10,8.738706050828573e-05
1573,W3_8 W3_10,8.7372633680215e-05
1574,average_temp_4 state_LOUISIANA,8.735823574915858e-05
1575,D0_6 average_temp_4,8.730779807394413e-05
1576,D1_10 N0_10,8.725818439962914e-05
1577,W0_7 year_1982,8.721479499551989e-05
1578,W1_10 year_2012,8.720570246437287e-05
1579,N0_11 W0_8,8.719374994197627e-05
1580,average_temp_6 year_2009,8.713535326313902e-05
1581,state_WEST VIRGINIA year_1984,8.712894123894896e-05
1582,D1_5 D1_10,8.709250641268324e-05
1583,W3_9 W3_10,8.708036230781613e-05
1584,N0_6 W4_6,8.703383410362775e-05
1585,D3_9 average_temp_8,8.69487881544168e-05
1586,D3_10 N0_7,8.691074707218179e-05
1587,W0_5 W2_10,8.690403023859889e-05
1588,D0_7 W1_7,8.688019704057207e-05
1589,W3_9 average_temp_7,8.687688197168973e-05
1590,N0_5 state_SOUTH CAROLINA,8.687309369766706e-05
1591,D4_5 average_temp_7,8.684849760277213e-05
1592,D4_11 average_temp_4,8.684350841844873e-05
1593,N0_9 state_ILLINOIS,8.680872545245244e-05
1594,D2_7 W3_6,8.67209310810029e-05
1595,D1_11 W2_11,8.671971421716152e-05
1596,W3_4 average_temp_7,8.670769369717123e-05
1597,D1_7 W4_6,8.66610923004109e-05
1598,D3_11 state_CALIFORNIA,8.663046973613745e-05
1599,average_temp_4 year_2008,8.662818821837094e-05
1600,W4_4 average_temp_5,8.659779549717627e-05
1601,W0_11 state_SOUTH DAKOTA,8.647086396471088e-05
1602,W3_6 W4_6,8.641014544426642e-05
1603,W2_10 W2_11,8.626732790890524e-05
1604,D1_11 state_SOUTH CAROLINA,8.62393630156908e-05
1605,W3_4 year_2004,8.621105881730676e-05
1606,W3_5 W4_5,8.613732033021135e-05
1607,D0_10 W4_6,8.607426455687896e-05
1608,D3_11 W0_5,8.607137903207834e-05
1609,W0_8 W1_4,8.607001061675726e-05
1610,W2_4 W3_11,8.603303351581809e-05
1611,W4_7 year_2019,8.603166285985066e-05
1612,D0_8 D3_10,8.598942889160477e-05
1613,average_temp_4 state_CALIFORNIA,8.585456532660513e-05
1614,N0_8 state_MONTANA,8.568646982565331e-05
1615,average_temp_4 average_temp_5,8.568282905167406e-05
1616,D3_5 D4_9,8.564490798355733e-05
1617,average_temp_11 year_1999,8.561523564482676e-05
1618,W1_4 W3_5,8.557667065768853e-05
1619,average_temp_8 state_WYOMING,8.551908112382923e-05
1620,W2_6 W4_4,8.550136037442726e-05
1621,W0_7 W3_11,8.546757220274803e-05
1622,N0_6 year_1980,8.544777177542953e-05
1623,D3_11 year_1997,8.539587797458495e-05
1624,D2_11 average_temp_11,8.537200356976519e-05
1625,D0_6 W0_11,8.536831262524753e-05
1626,D0_7 D1_9,8.529899806117291e-05
1627,D4_9 year_2005,8.529886347846583e-05
1628,W1_11 W4_4,8.529187792248366e-05
1629,year_2000 year_2001,8.522148553746256e-05
1630,D1_5 W0_10,8.518871884256518e-05
1631,D2_9 year_2000,8.510080461531385e-05
1632,W0_11 year_2006,8.508182412070452e-05
1633,average_temp_8 year_2000,8.508034861122789e-05
1634,state_ALABAMA year_1988,8.507959659264982e-05
1635,W1_9 year_2012,8.504877095228505e-05
1636,average_temp_9 year_1984,8.502321438190539e-05
1637,D1_8 year_2005,8.499407199140422e-05
1638,W0_7 year_1976,8.498719837653524e-05
1639,N0_10 year_1975,8.496813151822886e-05
1640,average_temp_9 state_DELAWARE,8.49278179847679e-05
1641,W1_9 state_IOWA,8.491840927279038e-05
1642,D2_9 D4_7,8.49167191718076e-05
1643,average_temp_11 state_MARYLAND,8.490051111165712e-05
1644,W0_6 year_1977,8.488269103185388e-05
1645,D0_4 D4_7,8.482035016255157e-05
1646,D2_10 year_1976,8.47677822080529e-05
1647,W2_11 average_temp_8,8.476170247822953e-05
1648,W3_5 average_temp_11,8.466149042447952e-05
1649,D1_10 W0_4,8.465238906521073e-05
1650,W1_9 year_1977,8.464031955142849e-05
1651,D0_10 D1_5,8.458366764904728e-05
1652,D3_4 D3_5,8.438777462966939e-05
1653,N0_4 state_OREGON,8.437567769859484e-05
1654,W0_5 W3_7,8.43688028408832e-05
1655,W1_10 state_UTAH,8.429577113678983e-05
1656,N0_9 W4_4,8.428208035056755e-05
1657,D0_11 W0_5,8.425075504059849e-05
1658,D3_8 D4_5,8.41269437101265e-05
1659,year_2005 year_2014,8.412672891059791e-05
1660,state_IOWA year_2000,8.407352391798062e-05
1661,D3_11 average_temp_10,8.401379739604493e-05
1662,D3_6 W0_5,8.398817781714779e-05
1663,D3_11 W0_11,8.394220650573943e-05
1664,D2_7 W0_4,8.394054377698398e-05
1665,N0_10 W4_4,8.38847701281709e-05
1666,D0_8 W4_8,8.387757755065714e-05
1667,D2_4 N0_10,8.37801551625828e-05
1668,N0_5 W0_8,8.374519780441338e-05
1669,D3_10 year_1983,8.373460120318356e-05
1670,W0_5 W4_4,8.373184987808795e-05
1671,average_temp_11 state_NEW MEXICO,8.370685830565279e-05
1672,average_temp_6 state_NEW YORK,8.369894533851127e-05
1673,N0_8 W0_6,8.369339923885701e-05
1674,W0_10 year_1971,8.369138263290641e-05
1675,N0_5 N0_6,8.364557303434208e-05
1676,N0_10 year_2001,8.363517587622391e-05
1677,D2_6 state_IOWA,8.362208197882372e-05
1678,W0_6 average_temp_5,8.362072678029155e-05
1679,D0_6 W0_5,8.34780212635677e-05
1680,D0_7 average_temp_11,8.347586236546168e-05
1681,D4_6 state_NORTH DAKOTA,8.346575622894343e-05
1682,W0_5 average_temp_4,8.342526733279992e-05
1683,D1_11 D4_9,8.340501018774907e-05
1684,D3_9 year_1983,8.338326335730466e-05
1685,average_temp_4 year_1994,8.335536215145627e-05
1686,D1_5 D2_4,8.333732351904912e-05
1687,N0_7 W4_10,8.332464599341581e-05
1688,W1_11 year_1980,8.33224147202304e-05
1689,W3_10 year_1999,8.332131904588305e-05
1690,W2_9 average_temp_9,8.328214517534351e-05
1691,D4_10 state_OREGON,8.326386598282656e-05
1692,W3_4 average_temp_8,8.321610969367358e-05
1693,W0_9 year_1998,8.321389284050317e-05
1694,N0_7 W2_6,8.32038873596781e-05
1695,D0_11 D2_10,8.320192938613686e-05
1696,average_temp_8 state_TENNESSEE,8.319158174877534e-05
1697,N0_5 N0_10,8.318999264738789e-05
1698,D1_7 N0_10,8.315124914763498e-05
1699,W2_10 year_2019,8.31229122006001e-05
1700,N0_10 average_temp_9,8.300437701447099e-05
1701,W2_6 average_temp_7,8.291650178383337e-05
1702,D0_5 D4_11,8.275353981498235e-05
1703,average_temp_4 year_1972,8.272531770147967e-05
1704,N0_11 year_2007,8.271415426916824e-05
1705,D2_6 N0_11,8.257527731563512e-05
1706,N0_9 year_1989,8.252912428786605e-05
1707,W2_11 average_temp_6,8.25198364874825e-05
1708,D2_8 D3_8,8.246786599652585e-05
1709,D1_9 year_1982,8.244411694568042e-05
1710,D2_9 average_temp_11,8.240416879667421e-05
1711,average_temp_5 average_temp_7,8.240234649750995e-05
1712,D0_9 state_NORTH DAKOTA,8.237140138498574e-05
1713,D2_6 average_temp_4,8.233130525296395e-05
1714,N0_11 year_1988,8.2285079246643e-05
1715,W0_9 year_1971,8.225223205363118e-05
1716,state_TEXAS year_2012,8.219186082357093e-05
1717,N0_7 year_2012,8.207318768419156e-05
1718,D1_6 W0_4,8.203801414119935e-05
1719,state_COLORADO year_2013,8.194509098493103e-05
1720,state_OKLAHOMA year_2020,8.194492708142388e-05
1721,W2_10 average_temp_4,8.190116772312494e-05
1722,N0_7 W4_6,8.185376362920915e-05
1723,N0_10 year_2014,8.1813937408239e-05
1724,N0_7 W4_9,8.17720209301107e-05
1725,D2_7 W1_5,8.17266534747302e-05
1726,D1_6 N0_5,8.172396849560274e-05
1727,D1_4 state_IDAHO,8.169171852747213e-05
1728,D0_11 D4_8,8.16417029561353e-05
1729,average_temp_11 state_SOUTH CAROLINA,8.161509393416567e-05
1730,W0_9 state_LOUISIANA,8.161382241115097e-05
1731,D3_8 W4_6,8.156666006955454e-05
1732,average_temp_8 year_2005,8.15227668635709e-05
1733,N0_8 W0_9,8.15162221663356e-05
1734,D0_8 W4_4,8.150530936547123e-05
1735,D4_5 W2_9,8.143774497251288e-05
1736,state_FLORIDA year_1993,8.143397955368182e-05
1737,year_1994 year_2006,8.141522299409204e-05
1738,D2_6 D4_4,8.139291712068709e-05
1739,N0_11 state_GEORGIA,8.131549841585435e-05
1740,D4_8 state_FLORIDA,8.129345298735956e-05
1741,D1_10 W3_6,8.122746420891579e-05
1742,W3_7 W3_10,8.121071009630561e-05
1743,D3_10 average_temp_6,8.113000443598663e-05
1744,N0_5 average_temp_5,8.102418993573686e-05
1745,state_UTAH year_2004,8.099574955847117e-05
1746,D4_8 state_NEW MEXICO,8.091955548555754e-05
1747,W0_4 average_temp_6,8.089658273647343e-05
1748,W4_8 W4_10,8.088644928067615e-05
1749,W0_6 average_temp_11,8.07639501318132e-05
1750,D3_8 average_temp_6,8.072981337693147e-05
1751,W1_4 average_temp_8,8.070681401000842e-05
1752,D0_11 average_temp_5,8.066632574781155e-05
1753,N0_4 W2_11,8.066143643132365e-05
1754,state_ARKANSAS state_KANSAS,8.063459469797968e-05
1755,D1_9 D3_7,8.040911941143329e-05
1756,W0_6 year_1983,8.029976955708979e-05
1757,year_1978 year_1984,8.018419094236469e-05
1758,D2_11 year_2000,8.018322678207547e-05
1759,year_2008 year_2019,8.016079837673564e-05
1760,D3_6 N0_11,8.00676457624801e-05
1761,N0_4 W1_10,8.006422914914505e-05
1762,N0_4 year_1970,7.997687770122349e-05
1763,D1_8 N0_4,7.997506585251461e-05
1764,W3_8 state_ALABAMA,7.990290992586779e-05
1765,W0_4 state_GEORGIA,7.986698904635558e-05
1766,D1_5 D2_5,7.980244036020536e-05
1767,state_COLORADO year_2009,7.977381076201388e-05
1768,N0_7 average_temp_9,7.976912154127212e-05
1769,W4_5 average_temp_9,7.968063846911282e-05
1770,W1_11 W4_9,7.96567680444462e-05
1771,N0_8 year_1991,7.9656454167588e-05
1772,average_temp_8 state_GEORGIA,7.958642828724696e-05
1773,W2_10 average_temp_5,7.952290426592314e-05
1774,average_temp_5 average_temp_11,7.942375101018055e-05
1775,D0_6 state_MINNESOTA,7.934559966799498e-05
1776,N0_4 W1_9,7.927982740127094e-05
1777,N0_10 W4_6,7.926802267093979e-05
1778,W3_6 average_temp_11,7.923246269755685e-05
1779,D4_9 year_1983,7.921252686869505e-05
1780,D2_10 N0_5,7.919673888017981e-05
1781,N0_9 year_1978,7.91586184278906e-05
1782,D4_7 year_1978,7.907004712468842e-05
1783,W2_10 state_NEW MEXICO,7.900291117011406e-05
1784,D0_9 year_1978,7.89867400074247e-05
1785,state_FLORIDA year_1989,7.897903290250939e-05
1786,W1_6 state_WEST VIRGINIA,7.895527316829874e-05
1787,average_temp_8 state_CALIFORNIA,7.892066133395853e-05
1788,D0_9 N0_5,7.88908992875982e-05
1789,D2_6 N0_10,7.885555075350136e-05
1790,D3_9 state_UTAH,7.88261240135768e-05
1791,average_temp_11 year_2010,7.879790419045117e-05
1792,W1_10 W1_11,7.87820409486318e-05
1793,W2_4 state_GEORGIA,7.87395630143761e-05
1794,D4_9 state_NORTH DAKOTA,7.873371157632814e-05
1795,D0_7 N0_6,7.869582206615421e-05
1796,D0_11 year_1986,7.868929156045395e-05
1797,N0_4 W0_5,7.867177095320269e-05
1798,W1_6 average_temp_6,7.864425126796661e-05
1799,N0_9 year_2011,7.85914090802694e-05
1800,D0_7 average_temp_8,7.848666286887632e-05
1801,average_temp_4 state_UTAH,7.842009586779166e-05
1802,N0_11 W0_11,7.841659392126359e-05
1803,N0_7 W1_6,7.833202160656247e-05
1804,D1_7 state_OREGON,7.829405005876865e-05
1805,N0_7 W0_8,7.82527795463738e-05
1806,W4_9 average_temp_6,7.807972039975857e-05
1807,W4_8 average_temp_11,7.805348366507299e-05
1808,W0_8 W4_8,7.805308651492046e-05
1809,W1_8 W4_7,7.7933007997392e-05
1810,W1_11 year_2012,7.78279903158235e-05
1811,average_temp_9 year_1981,7.777707191535019e-05
1812,state_IOWA year_2014,7.771038550365241e-05
1813,W0_10 state_NORTH CAROLINA,7.770393519645947e-05
1814,D0_8 W4_11,7.75682926274078e-05
1815,D1_10 year_2009,7.755195337249674e-05
1816,D4_9 W1_11,7.748234134931195e-05
1817,W0_10 state_SOUTH DAKOTA,7.743580942430557e-05
1818,D4_8 average_temp_9,7.742791193125584e-05
1819,D1_7 D2_10,7.742528149498146e-05
1820,D0_9 N0_6,7.740815699230815e-05
1821,W1_9 average_temp_10,7.737565105616515e-05
1822,D0_4 D0_7,7.737420030011744e-05
1823,average_temp_8 year_1973,7.735733118282961e-05
1824,W1_7 year_1971,7.735226234788242e-05
1825,D1_5 D3_6,7.734158161924984e-05
1826,N0_4 W0_6,7.729529595305794e-05
1827,N0_4 year_1983,7.723445592301887e-05
1828,D3_10 N0_5,7.721467186756695e-05
1829,N0_4 state_COLORADO,7.72119341588701e-05
1830,W3_10 average_temp_11,7.718545748441739e-05
1831,D2_5 state_ALABAMA,7.718364911409431e-05
1832,D0_11 W3_9,7.71509041524588e-05
1833,state_SOUTH CAROLINA year_1978,7.712398056511443e-05
1834,W2_8 W4_4,7.705734714719916e-05
1835,W0_9 W2_10,7.704917388648125e-05
1836,state_TEXAS year_2008,7.704881169096474e-05
1837,W2_9 year_1978,7.701895098066942e-05
1838,D4_6 average_temp_4,7.700572182530801e-05
1839,year_2000 year_2004,7.697819544926702e-05
1840,D1_8 W1_7,7.691888462486273e-05
1841,W1_5 average_temp_10,7.690259603709504e-05
1842,D2_10 D3_11,7.685590477270068e-05
1843,N0_6 W4_4,7.684110572295156e-05
1844,W0_4 W4_5,7.682978866055306e-05
1845,D0_10 state_NEW MEXICO,7.681049971102582e-05
