,state,year,month,average_temp,N0,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4
17364,MISSISSIPPI,1991,10,69.8,0.0,0.0,0.0,0.0,0.0,0.0,100.1,98.9,84.4,71.1,44.0
17365,MISSOURI,1991,10,62.6,50.4,43.9,31.0,12.6,8.2,2.4,5.6,0.5,0.0,0.0,0.0
17366,MONTANA,1991,10,48.0,33.1,8.5,4.5,1.0,0.2,0.0,58.5,42.8,19.0,8.8,0.9
17367,NEBRASKA,1991,10,56.6,56.5,30.2,18.1,5.3,1.5,0.4,13.3,8.0,0.2,0.0,0.0
17368,NEVADA,1991,10,58.8,46.6,2.9,0.5,0.0,0.0,0.0,50.5,25.9,4.6,1.2,0.0
17369,NEW HAMPSHIRE,1991,10,51.4,44.7,0.7,0.0,0.0,0.0,0.0,54.6,33.9,1.9,0.0,0.0
17370,NEW JERSEY,1991,10,60.0,63.7,36.3,18.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17371,NEW MEXICO,1991,10,58.8,22.5,10.2,4.4,0.1,0.0,0.0,67.4,50.2,17.3,5.4,0.9
17372,NEW YORK,1991,10,53.8,43.7,54.0,30.6,13.1,6.1,2.2,2.4,0.7,0.0,0.0,0.0
17373,NORTH CAROLINA,1991,10,64.8,60.0,30.3,14.6,0.7,0.0,0.0,9.6,2.6,0.0,0.0,0.0
17374,NORTH DAKOTA,1991,10,48.2,37.4,0.1,0.0,0.0,0.0,0.0,62.5,48.4,24.5,11.7,5.6
17375,OHIO,1991,10,59.6,22.6,77.1,64.7,49.3,38.6,23.3,0.3,0.0,0.0,0.0,0.0
17376,OKLAHOMA,1991,10,66.1,39.7,23.3,13.7,3.7,0.7,0.0,37.0,24.0,8.3,0.9,0.0
17377,OREGON,1991,10,55.8,52.1,4.8,0.9,0.2,0.1,0.0,43.1,25.0,4.8,1.0,0.0
17378,RHODE ISLAND,1991,10,57.6,72.1,0.0,0.0,0.0,0.0,0.0,27.9,2.4,0.0,0.0,0.0
17379,SOUTH CAROLINA,1991,10,68.4,42.9,13.5,3.6,0.0,0.0,0.0,43.7,27.8,6.5,0.1,0.0
17380,SOUTH DAKOTA,1991,10,53.2,34.6,5.7,1.7,0.0,0.0,0.0,59.7,48.9,19.7,5.4,0.0
17381,TENNESSEE,1991,10,64.8,40.3,0.5,0.3,0.1,0.0,0.0,59.3,40.9,24.8,14.7,7.0
17382,TEXAS,1991,10,69.8,29.6,0.7,0.2,0.0,0.0,0.0,69.5,45.6,14.4,5.6,1.0
17383,UTAH,1991,10,56.1,49.2,14.0,6.6,2.0,0.3,0.0,36.8,14.8,0.7,0.0,0.0
17384,VERMONT,1991,10,50.6,87.7,0.3,0.0,0.0,0.0,0.0,12.0,5.3,0.0,0.0,0.0
17385,VIRGINIA,1991,10,62.1,22.0,76.4,61.2,25.1,9.8,2.8,1.4,0.7,0.0,0.0,0.0
17386,WASHINGTON,1991,10,53.7,73.9,2.9,0.8,0.0,0.0,0.0,23.2,6.9,0.6,0.1,0.0
17387,WEST VIRGINIA,1991,10,59.4,11.4,88.5,74.2,40.1,22.9,10.6,0.1,0.0,0.0,0.0,0.0
17388,WISCONSIN,1991,10,50.9,27.2,0.7,0.0,0.0,0.0,0.0,72.1,54.1,27.1,14.3,1.2
17389,WYOMING,1991,10,48.2,34.2,1.6,0.2,0.0,0.0,0.0,64.1,38.7,10.2,2.8,0.0
17390,ALABAMA,1991,11,57.5,34.8,0.5,0.0,0.0,0.0,0.0,64.8,42.4,15.8,8.8,2.5
17391,ARIZONA,1991,11,56.6,50.9,23.8,7.6,1.1,0.5,0.0,25.4,11.3,0.4,0.0,0.0
17392,ARKANSAS,1991,11,54.7,4.6,0.3,0.1,0.0,0.0,0.0,95.1,90.3,36.7,11.7,2.4
17393,CALIFORNIA,1991,11,58.0,15.6,0.5,0.0,0.0,0.0,0.0,83.9,68.6,27.5,8.8,0.1
17394,COLORADO,1991,11,39.0,39.9,3.4,0.6,0.0,0.0,0.0,56.8,33.6,5.5,1.2,0.0
17395,CONNECTICUT,1991,11,47.6,53.5,0.0,0.0,0.0,0.0,0.0,46.5,26.6,0.4,0.0,0.0
17396,DELAWARE,1991,11,52.0,68.8,31.2,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17397,FLORIDA,1991,11,67.5,20.5,0.4,0.0,0.0,0.0,0.0,79.1,53.8,23.3,14.2,6.4
17398,GEORGIA,1991,11,58.4,25.2,0.0,0.0,0.0,0.0,0.0,74.9,50.9,15.0,7.5,1.8
17399,IDAHO,1991,11,37.0,33.3,2.1,0.8,0.0,0.0,0.0,64.5,51.8,15.9,1.8,0.0
17400,ILLINOIS,1991,11,46.4,57.5,16.6,3.1,0.1,0.0,0.0,25.9,11.9,0.2,0.0,0.0
17401,INDIANA,1991,11,47.5,44.0,39.4,24.3,12.3,4.3,0.0,16.5,6.9,0.0,0.0,0.0
17402,IOWA,1991,11,39.0,27.3,0.5,0.0,0.0,0.0,0.0,72.2,61.2,37.6,26.0,10.1
17403,KANSAS,1991,11,46.6,27.9,61.6,39.4,10.5,2.5,0.0,10.5,3.9,0.8,0.4,0.0
17404,KENTUCKY,1991,11,51.1,31.9,67.9,48.7,13.8,1.7,0.1,0.2,0.0,0.0,0.0,0.0
17405,LOUISIANA,1991,11,61.2,0.6,0.0,0.0,0.0,0.0,0.0,99.4,98.2,81.0,48.3,21.8
17406,MAINE,1991,11,40.4,15.7,0.2,0.0,0.0,0.0,0.0,84.1,65.4,9.3,0.5,0.0
17407,MARYLAND,1991,11,51.2,11.4,88.6,82.1,53.0,28.1,11.3,0.0,0.0,0.0,0.0,0.0
17408,MASSACHUSETTS,1991,11,46.7,8.6,0.0,0.0,0.0,0.0,0.0,91.4,61.4,12.4,2.5,0.0
17409,MICHIGAN,1991,11,40.3,14.3,0.3,0.0,0.0,0.0,0.0,85.3,76.6,54.4,37.6,18.7
17410,MINNESOTA,1991,11,31.8,17.2,0.6,0.0,0.0,0.0,0.0,82.2,67.3,47.5,37.0,19.8
17411,MISSISSIPPI,1991,11,57.8,0.6,0.0,0.0,0.0,0.0,0.0,99.4,97.7,72.4,40.0,10.5
17412,MISSOURI,1991,11,48.3,53.4,25.1,13.3,4.7,1.8,0.0,21.5,8.2,0.0,0.0,0.0
17413,MONTANA,1991,11,33.8,31.8,2.3,0.9,0.1,0.0,0.0,66.1,49.4,22.2,9.5,0.5
17414,NEBRASKA,1991,11,40.0,63.2,16.2,7.7,1.0,0.3,0.0,20.6,10.0,0.5,0.1,0.0
17415,NEVADA,1991,11,46.6,32.8,1.3,0.0,0.0,0.0,0.0,65.9,40.8,8.2,2.2,0.0
17416,NEW HAMPSHIRE,1991,11,42.2,27.4,0.0,0.0,0.0,0.0,0.0,72.6,46.3,10.1,2.4,0.0
17417,NEW JERSEY,1991,11,50.0,66.8,33.1,14.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
17418,NEW MEXICO,1991,11,47.6,22.4,0.7,0.1,0.0,0.0,0.0,77.0,61.4,27.4,14.1,4.5
17419,NEW YORK,1991,11,43.6,55.3,41.3,23.5,9.6,4.9,1.2,3.4,0.8,0.0,0.0,0.0
17420,NORTH CAROLINA,1991,11,54.1,60.8,24.2,10.1,0.6,0.0,0.0,14.9,6.3,0.0,0.0,0.0
17421,NORTH DAKOTA,1991,11,30.6,38.1,0.3,0.0,0.0,0.0,0.0,61.5,46.6,20.7,10.5,4.5
17422,OHIO,1991,11,47.2,15.4,83.2,71.6,53.2,44.0,29.4,1.5,0.0,0.0,0.0,0.0
17423,OKLAHOMA,1991,11,53.0,39.7,11.3,4.1,0.0,0.0,0.0,48.9,34.6,13.8,3.4,0.0
17424,OREGON,1991,11,44.5,21.7,0.8,0.1,0.0,0.0,0.0,77.5,59.7,20.3,6.9,0.6
17425,RHODE ISLAND,1991,11,48.8,29.4,0.0,0.0,0.0,0.0,0.0,70.6,36.4,0.0,0.0,0.0
17426,SOUTH CAROLINA,1991,11,57.4,46.8,3.7,0.2,0.0,0.0,0.0,49.5,37.7,17.8,7.0,0.0
17427,SOUTH DAKOTA,1991,11,36.1,37.5,3.8,0.0,0.0,0.0,0.0,58.8,48.7,15.2,3.5,0.0
17428,TENNESSEE,1991,11,52.4,55.7,8.5,1.6,0.0,0.0,0.0,35.9,23.0,10.1,4.4,2.2
17429,TEXAS,1991,11,59.0,33.4,1.2,0.0,0.0,0.0,0.0,65.4,43.7,14.0,5.1,0.7
17430,UTAH,1991,11,43.1,35.4,3.7,1.4,0.0,0.0,0.0,60.9,40.1,7.3,1.7,0.0
17431,VERMONT,1991,11,41.2,83.8,0.4,0.0,0.0,0.0,0.0,15.9,6.1,0.7,0.0,0.0
17432,VIRGINIA,1991,11,51.0,24.3,74.3,58.9,19.6,7.0,2.2,1.3,0.2,0.0,0.0,0.0
17433,WASHINGTON,1991,11,42.2,51.1,1.2,0.0,0.0,0.0,0.0,47.7,29.2,8.4,1.6,0.6
17434,WEST VIRGINIA,1991,11,47.8,15.2,84.6,64.8,30.2,18.9,7.3,0.3,0.0,0.0,0.0,0.0
17435,WISCONSIN,1991,11,35.8,5.4,0.0,0.0,0.0,0.0,0.0,94.6,85.8,62.7,44.5,24.0
17436,WYOMING,1991,11,33.8,16.9,0.4,0.0,0.0,0.0,0.0,82.7,62.2,22.5,8.9,1.6
17625,ALABAMA,1992,4,58.2,52.3,46.4,26.3,5.4,0.3,0.0,1.4,0.2,0.0,0.0,0.0
17626,ARIZONA,1992,4,55.7,21.5,1.1,0.7,0.0,0.0,0.0,77.5,57.0,22.2,5.1,0.1
17627,ARKANSAS,1992,4,56.5,59.2,0.2,0.0,0.0,0.0,0.0,40.5,15.4,1.5,0.3,0.1
17628,CALIFORNIA,1992,4,54.8,30.5,34.1,25.2,13.3,8.4,3.3,35.1,28.4,18.4,10.5,0.1
17629,COLORADO,1992,4,43.2,49.1,17.8,10.7,1.8,0.2,0.0,33.1,16.7,2.1,0.0,0.0
17630,CONNECTICUT,1992,4,39.0,72.1,2.2,0.0,0.0,0.0,0.0,25.7,10.5,0.0,0.0,0.0
17631,DELAWARE,1992,4,46.4,0.0,100.1,62.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17632,FLORIDA,1992,4,65.9,27.3,70.9,42.1,10.2,0.8,0.0,1.7,0.2,0.0,0.0,0.0
17633,GEORGIA,1992,4,58.2,55.8,41.0,22.8,5.9,0.6,0.0,3.2,0.4,0.0,0.0,0.0
17634,IDAHO,1992,4,43.4,11.1,88.9,77.5,43.8,19.5,5.3,0.0,0.0,0.0,0.0,0.0
17635,ILLINOIS,1992,4,46.8,69.2,9.9,3.3,0.1,0.0,0.0,21.0,6.3,0.0,0.0,0.0
17636,INDIANA,1992,4,45.7,49.9,39.8,26.9,5.7,0.1,0.0,10.3,1.8,0.0,0.0,0.0
17637,IOWA,1992,4,42.5,19.8,0.0,0.0,0.0,0.0,0.0,80.3,50.0,17.2,3.3,0.2
17638,KANSAS,1992,4,51.2,67.9,14.6,7.2,0.0,0.0,0.0,17.6,5.0,0.0,0.0,0.0
17639,KENTUCKY,1992,4,50.6,46.5,53.5,25.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17640,LOUISIANA,1992,4,62.6,28.5,0.4,0.0,0.0,0.0,0.0,71.1,40.5,6.1,0.7,0.0
17641,MAINE,1992,4,30.0,10.1,0.0,0.0,0.0,0.0,0.0,89.9,68.6,6.3,0.0,0.0
17642,MARYLAND,1992,4,46.8,24.9,75.1,28.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17643,MASSACHUSETTS,1992,4,37.6,34.9,0.0,0.0,0.0,0.0,0.0,65.2,37.1,4.2,0.2,0.0
17644,MICHIGAN,1992,4,34.6,37.5,5.2,1.6,0.0,0.0,0.0,57.3,42.0,16.0,5.0,0.0
17645,MINNESOTA,1992,4,34.3,43.7,12.9,4.7,0.4,0.0,0.0,43.2,34.0,15.2,3.3,0.0
17646,MISSISSIPPI,1992,4,59.2,62.4,32.2,16.4,2.2,0.6,0.0,5.4,0.0,0.0,0.0,0.0
17647,MISSOURI,1992,4,50.9,83.6,9.5,0.7,0.0,0.0,0.0,6.9,1.5,0.0,0.0,0.0
17648,MONTANA,1992,4,41.2,29.0,56.2,41.8,16.2,5.8,0.5,14.8,8.7,4.9,3.5,1.4
17649,NEBRASKA,1992,4,45.2,70.9,17.5,10.7,2.1,0.0,0.0,11.5,1.2,0.0,0.0,0.0
17650,NEVADA,1992,4,48.2,35.4,37.7,28.9,9.0,1.5,0.0,26.9,18.0,7.6,1.3,0.0
17651,NEW HAMPSHIRE,1992,4,32.6,1.9,0.0,0.0,0.0,0.0,0.0,98.2,83.9,14.8,0.1,0.0
17652,NEW JERSEY,1992,4,43.2,0.2,99.9,92.1,46.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0
17653,NEW MEXICO,1992,4,50.0,12.1,0.7,0.2,0.0,0.0,0.0,87.2,75.7,51.1,33.6,10.0
17654,NEW YORK,1992,4,34.6,66.6,29.7,10.3,2.5,0.7,0.0,3.7,0.6,0.1,0.0,0.0
17655,NORTH CAROLINA,1992,4,53.0,24.9,74.8,52.9,8.8,1.5,0.0,0.2,0.0,0.0,0.0,0.0
17656,NORTH DAKOTA,1992,4,36.7,32.9,27.7,18.5,7.2,1.1,0.0,39.5,24.7,5.0,1.8,0.5
17657,OHIO,1992,4,44.2,20.7,77.6,62.1,28.5,9.8,0.8,1.7,0.1,0.0,0.0,0.0
17658,OKLAHOMA,1992,4,56.4,29.1,0.4,0.0,0.0,0.0,0.0,70.3,59.3,25.5,9.2,1.6
17659,OREGON,1992,4,46.4,10.2,89.9,75.4,43.4,16.3,3.3,0.0,0.0,0.0,0.0,0.0
17660,RHODE ISLAND,1992,4,39.4,72.2,0.0,0.0,0.0,0.0,0.0,27.8,1.9,0.0,0.0,0.0
17661,SOUTH CAROLINA,1992,4,57.1,35.0,64.9,31.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17662,SOUTH DAKOTA,1992,4,41.3,46.9,50.2,36.9,22.5,13.4,2.6,2.8,0.1,0.0,0.0,0.0
17663,TENNESSEE,1992,4,52.8,86.7,9.7,0.7,0.0,0.0,0.0,3.7,1.4,0.0,0.0,0.0
17664,TEXAS,1992,4,61.7,2.9,0.0,0.0,0.0,0.0,0.0,97.1,94.1,78.1,58.0,24.0
17665,UTAH,1992,4,47.4,47.1,20.3,9.6,1.1,0.0,0.0,32.5,16.9,1.1,0.0,0.0
17666,VERMONT,1992,4,31.0,43.4,0.0,0.0,0.0,0.0,0.0,56.5,39.1,8.8,1.3,0.0
17667,VIRGINIA,1992,4,49.2,26.7,73.2,45.7,6.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0
17668,WASHINGTON,1992,4,46.4,28.2,70.1,48.6,7.9,2.6,0.0,1.6,0.0,0.0,0.0,0.0
17669,WEST VIRGINIA,1992,4,45.8,59.0,38.6,17.4,0.6,0.0,0.0,2.5,0.2,0.0,0.0,0.0
17670,WISCONSIN,1992,4,35.2,15.1,0.0,0.0,0.0,0.0,0.0,84.8,62.1,24.4,8.8,0.1
17671,WYOMING,1992,4,40.6,34.0,59.3,45.7,22.8,11.3,2.6,6.6,3.5,0.0,0.0,0.0
17672,ALABAMA,1992,5,64.8,35.3,64.8,34.7,16.1,6.0,0.3,0.0,0.0,0.0,0.0,0.0
17673,ARIZONA,1992,5,63.9,1.1,0.0,0.0,0.0,0.0,0.0,98.9,96.1,53.1,23.0,2.0
17674,ARKANSAS,1992,5,63.6,77.7,5.4,0.0,0.0,0.0,0.0,16.8,7.0,0.6,0.2,0.0
17675,CALIFORNIA,1992,5,63.0,28.1,37.8,29.3,18.7,11.3,5.8,34.2,28.5,21.2,14.9,1.0
17676,COLORADO,1992,5,51.4,55.4,24.3,8.5,0.4,0.0,0.0,20.2,12.0,2.5,0.2,0.0
17677,CONNECTICUT,1992,5,50.4,23.6,76.4,48.2,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17678,DELAWARE,1992,5,55.2,0.0,100.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17679,FLORIDA,1992,5,70.3,16.9,82.1,58.1,13.8,2.1,0.0,0.8,0.0,0.0,0.0,0.0
17680,GEORGIA,1992,5,64.5,24.8,75.2,40.6,18.7,8.2,0.0,0.0,0.0,0.0,0.0,0.0
17681,IDAHO,1992,5,50.5,2.5,97.6,92.1,69.9,54.0,21.3,0.0,0.0,0.0,0.0,0.0
17682,ILLINOIS,1992,5,56.1,64.6,34.1,12.4,0.6,0.0,0.0,1.3,0.0,0.0,0.0,0.0
17683,INDIANA,1992,5,54.9,44.4,55.3,37.4,8.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0
17684,IOWA,1992,5,53.0,64.1,0.0,0.0,0.0,0.0,0.0,35.9,12.5,2.7,1.0,0.0
17685,KANSAS,1992,5,58.6,74.2,25.3,5.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17686,KENTUCKY,1992,5,58.8,63.7,36.4,14.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17687,LOUISIANA,1992,5,68.3,62.4,1.3,0.5,0.0,0.0,0.0,36.4,15.3,0.2,0.0,0.0
17688,MAINE,1992,5,44.1,60.1,39.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17689,MARYLAND,1992,5,55.7,49.2,50.8,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17690,MASSACHUSETTS,1992,5,49.0,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17691,MICHIGAN,1992,5,47.4,59.1,4.0,0.9,0.0,0.0,0.0,37.0,24.1,4.9,0.1,0.0
17692,MINNESOTA,1992,5,48.2,40.8,13.7,5.6,0.0,0.0,0.0,45.5,30.0,9.4,4.4,0.9
17693,MISSISSIPPI,1992,5,66.0,47.4,51.2,33.4,10.2,3.0,0.0,1.4,0.0,0.0,0.0,0.0
17694,MISSOURI,1992,5,58.6,76.9,19.6,2.1,0.0,0.0,0.0,3.6,0.3,0.0,0.0,0.0
17695,MONTANA,1992,5,48.6,24.4,63.6,53.9,30.5,20.4,9.5,12.0,6.9,3.0,1.1,0.0
17696,NEBRASKA,1992,5,54.2,56.2,30.9,15.7,4.6,1.4,0.0,12.9,2.1,0.0,0.0,0.0
17697,NEVADA,1992,5,57.4,18.1,58.9,48.8,28.9,12.8,2.9,23.0,19.8,11.6,4.8,0.0
17698,NEW HAMPSHIRE,1992,5,45.8,97.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17699,NEW JERSEY,1992,5,53.0,2.0,97.9,95.1,67.8,38.5,0.3,0.0,0.0,0.0,0.0,0.0
17700,NEW MEXICO,1992,5,57.0,4.6,0.0,0.0,0.0,0.0,0.0,95.4,85.8,61.6,43.1,29.3
17701,NEW YORK,1992,5,48.0,63.5,32.0,16.3,5.9,1.8,0.0,4.5,0.8,0.0,0.0,0.0
17702,NORTH CAROLINA,1992,5,59.7,25.7,74.3,51.1,9.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0
17703,NORTH DAKOTA,1992,5,48.6,60.4,22.0,8.1,0.5,0.0,0.0,17.7,7.9,2.2,0.6,0.0
17704,OHIO,1992,5,53.8,18.4,81.7,67.6,30.0,9.4,0.8,0.0,0.0,0.0,0.0,0.0
17705,OKLAHOMA,1992,5,62.8,31.0,2.1,0.0,0.0,0.0,0.0,66.9,54.1,26.6,10.3,0.1
17706,OREGON,1992,5,52.9,3.2,96.8,89.2,64.2,41.2,9.0,0.0,0.0,0.0,0.0,0.0
17707,RHODE ISLAND,1992,5,50.0,31.4,68.6,43.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17708,SOUTH CAROLINA,1992,5,63.8,6.2,93.8,73.1,22.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0
17709,SOUTH DAKOTA,1992,5,51.6,29.6,70.0,54.1,27.2,9.0,0.7,0.4,0.0,0.0,0.0,0.0
17710,TENNESSEE,1992,5,60.3,81.8,17.4,1.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
17711,TEXAS,1992,5,67.0,3.5,0.0,0.0,0.0,0.0,0.0,96.5,91.6,79.8,67.4,44.7
17712,UTAH,1992,5,55.8,25.9,26.6,16.7,5.2,0.9,0.0,47.5,37.3,12.1,0.4,0.0
17713,VERMONT,1992,5,45.4,93.1,6.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
17714,VIRGINIA,1992,5,56.6,72.2,27.6,5.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
17715,WASHINGTON,1992,5,51.8,13.4,86.6,74.7,28.6,8.4,1.2,0.0,0.0,0.0,0.0,0.0
17716,WEST VIRGINIA,1992,5,54.2,73.5,19.3,8.5,0.7,0.2,0.0,7.1,2.2,0.0,0.0,0.0
17717,WISCONSIN,1992,5,48.3,16.1,0.0,0.0,0.0,0.0,0.0,83.8,61.7,26.2,12.2,2.7
17718,WYOMING,1992,5,48.6,33.4,54.2,44.2,23.7,13.2,3.6,12.5,9.2,2.0,0.7,0.0
17719,ALABAMA,1992,6,71.4,56.2,42.7,28.5,16.0,7.7,0.2,1.1,0.0,0.0,0.0,0.0
17720,ARIZONA,1992,6,70.1,0.9,0.0,0.0,0.0,0.0,0.0,99.1,94.3,61.3,24.3,3.6
17721,ARKANSAS,1992,6,70.4,59.0,0.0,0.0,0.0,0.0,0.0,41.0,15.5,2.9,0.8,0.1
17722,CALIFORNIA,1992,6,68.0,30.8,35.0,25.0,12.6,6.6,1.7,34.2,28.5,20.9,13.0,0.5
17723,COLORADO,1992,6,57.2,51.4,11.1,4.1,0.1,0.0,0.0,37.5,17.8,1.7,0.8,0.1
17724,CONNECTICUT,1992,6,60.4,50.0,50.1,22.8,9.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
17725,DELAWARE,1992,6,63.5,0.0,100.0,100.0,14.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0
17726,FLORIDA,1992,6,76.3,55.6,17.2,6.1,0.0,0.0,0.0,27.2,14.7,0.6,0.0,0.0
17727,GEORGIA,1992,6,71.5,57.8,35.8,23.8,3.2,0.1,0.0,6.2,1.8,0.0,0.0,0.0
17728,IDAHO,1992,6,57.8,8.1,91.9,80.4,52.0,34.5,10.0,0.0,0.0,0.0,0.0,0.0
17729,ILLINOIS,1992,6,65.0,28.8,71.3,39.1,4.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0
17730,INDIANA,1992,6,63.1,41.8,57.4,37.3,16.2,5.2,0.0,0.7,0.0,0.0,0.0,0.0
17731,IOWA,1992,6,63.8,80.8,7.3,0.3,0.0,0.0,0.0,11.9,2.5,0.0,0.0,0.0
17732,KANSAS,1992,6,65.7,49.3,0.7,0.0,0.0,0.0,0.0,49.9,24.0,2.2,0.1,0.0
17733,KENTUCKY,1992,6,65.4,61.8,37.9,22.5,0.8,0.1,0.0,0.3,0.0,0.0,0.0,0.0
17734,LOUISIANA,1992,6,75.1,31.3,0.5,0.0,0.0,0.0,0.0,68.2,33.0,2.6,0.0,0.0
17735,MAINE,1992,6,55.8,48.2,48.0,17.1,0.1,0.0,0.0,3.9,1.3,0.4,0.0,0.0
17736,MARYLAND,1992,6,63.6,25.7,74.3,44.9,7.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0
17737,MASSACHUSETTS,1992,6,59.4,54.0,45.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17738,MICHIGAN,1992,6,57.4,56.4,11.2,4.7,0.3,0.0,0.0,32.4,16.2,2.1,0.0,0.0
17739,MINNESOTA,1992,6,59.3,59.1,33.5,16.4,1.3,0.0,0.0,7.4,2.8,0.0,0.0,0.0
17740,MISSISSIPPI,1992,6,72.8,60.7,36.0,25.3,4.7,0.1,0.0,3.4,0.4,0.0,0.0,0.0
17741,MISSOURI,1992,6,66.1,51.0,44.8,24.5,2.1,0.2,0.0,4.2,0.5,0.0,0.0,0.0
17742,MONTANA,1992,6,57.2,30.9,59.2,39.5,14.5,5.6,0.9,9.9,6.8,2.7,0.9,0.0
17743,NEBRASKA,1992,6,62.4,73.4,6.2,2.0,0.0,0.0,0.0,20.3,5.4,0.2,0.0,0.0
17744,NEVADA,1992,6,63.3,16.3,62.9,49.0,16.4,7.3,1.7,20.8,18.8,11.7,3.9,0.0
17745,NEW HAMPSHIRE,1992,6,56.7,44.9,55.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17746,NEW JERSEY,1992,6,62.2,4.9,95.1,89.6,66.1,31.7,0.6,0.0,0.0,0.0,0.0,0.0
17747,NEW MEXICO,1992,6,63.2,11.7,0.0,0.0,0.0,0.0,0.0,88.3,78.2,52.4,38.3,22.7
17748,NEW YORK,1992,6,57.8,40.3,58.3,31.2,7.5,1.8,0.0,1.3,0.0,0.0,0.0,0.0
17749,NORTH CAROLINA,1992,6,66.3,46.9,48.7,19.4,1.4,0.0,0.0,4.5,1.8,0.1,0.0,0.0
17750,NORTH DAKOTA,1992,6,59.2,38.4,58.7,39.8,17.8,6.3,0.1,2.9,0.1,0.0,0.0,0.0
17751,OHIO,1992,6,61.6,14.4,85.7,75.4,44.2,27.4,11.0,0.0,0.0,0.0,0.0,0.0
17752,OKLAHOMA,1992,6,69.4,16.4,0.0,0.0,0.0,0.0,0.0,83.5,65.7,26.3,12.8,1.2
17753,OREGON,1992,6,59.8,14.3,85.7,70.9,30.6,11.2,0.6,0.0,0.0,0.0,0.0,0.0
17754,RHODE ISLAND,1992,6,60.2,16.4,83.7,54.2,36.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0
17755,SOUTH CAROLINA,1992,6,70.4,51.1,47.5,22.8,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
17756,SOUTH DAKOTA,1992,6,61.4,56.9,41.4,19.1,0.8,0.0,0.0,1.7,0.0,0.0,0.0,0.0
17757,TENNESSEE,1992,6,66.9,91.4,5.8,0.3,0.0,0.0,0.0,2.8,0.1,0.0,0.0,0.0
17758,TEXAS,1992,6,73.8,2.4,0.0,0.0,0.0,0.0,0.0,97.5,92.2,79.4,63.6,33.2
17759,UTAH,1992,6,61.6,21.5,38.6,27.9,8.2,2.3,0.0,39.9,28.7,5.4,0.2,0.0
17760,VERMONT,1992,6,56.2,57.1,42.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17761,VIRGINIA,1992,6,63.4,55.8,27.7,10.4,0.0,0.0,0.0,16.5,5.4,0.3,0.0,0.0
17762,WASHINGTON,1992,6,59.7,33.3,65.3,43.7,9.7,2.3,0.2,1.4,0.0,0.0,0.0,0.0
17763,WEST VIRGINIA,1992,6,61.1,61.3,35.0,16.2,6.9,1.9,0.7,3.8,0.5,0.0,0.0,0.0
17764,WISCONSIN,1992,6,58.9,63.5,4.6,0.0,0.0,0.0,0.0,31.9,10.4,0.0,0.0,0.0
17765,WYOMING,1992,6,55.6,40.7,41.5,29.9,10.3,3.9,0.1,17.8,11.3,6.7,2.6,0.2
17766,ALABAMA,1992,7,77.4,66.5,26.1,18.7,2.9,0.0,0.0,7.4,0.6,0.0,0.0,0.0
17767,ARIZONA,1992,7,75.8,0.4,0.0,0.0,0.0,0.0,0.0,99.6,96.6,72.0,39.5,11.3
17768,ARKANSAS,1992,7,76.6,78.3,0.4,0.0,0.0,0.0,0.0,21.2,5.9,1.2,0.3,0.0
17769,CALIFORNIA,1992,7,71.4,27.9,36.6,26.3,14.9,6.0,1.0,35.5,29.5,22.1,15.5,1.7
