,state,year,month,average_temp,N0,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4
11156,MARYLAND,1980,10,62.2,40.5,53.3,22.1,2.0,0.0,0.0,6.1,3.1,0.3,0.0,0.0
11157,MASSACHUSETTS,1980,10,54.6,20.4,79.5,41.6,7.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
11158,MICHIGAN,1980,10,50.4,32.7,22.3,15.7,1.8,0.1,0.0,44.9,30.6,7.9,1.4,0.0
11159,MINNESOTA,1980,10,48.8,28.1,69.1,54.1,16.3,4.2,0.0,2.8,1.6,0.2,0.0,0.0
11160,MISSISSIPPI,1980,10,69.9,7.0,0.0,0.0,0.0,0.0,0.0,92.9,83.8,45.7,13.2,0.1
11161,MISSOURI,1980,10,62.7,5.9,93.4,83.7,53.5,35.0,10.8,0.7,0.1,0.0,0.0,0.0
11162,MONTANA,1980,10,49.4,29.4,29.9,20.5,6.0,0.7,0.0,40.8,31.8,18.8,11.6,5.4
11163,NEBRASKA,1980,10,57.2,14.5,84.9,67.7,27.5,8.6,0.4,0.5,0.0,0.0,0.0,0.0
11164,NEVADA,1980,10,56.8,27.9,0.0,0.0,0.0,0.0,0.0,72.1,48.7,23.9,7.2,0.6
11165,NEW HAMPSHIRE,1980,10,49.8,20.4,79.6,44.7,2.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0
11166,NEW JERSEY,1980,10,60.3,48.4,51.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11167,NEW MEXICO,1980,10,58.6,42.3,51.0,27.1,6.1,1.9,0.0,6.5,2.3,0.0,0.0,0.0
11168,NEW YORK,1980,10,52.2,48.1,40.3,16.4,1.5,0.1,0.0,11.5,5.0,0.6,0.0,0.0
11169,NORTH CAROLINA,1980,10,65.2,45.6,51.7,31.6,12.6,5.3,0.4,2.7,0.0,0.0,0.0,0.0
11170,NORTH DAKOTA,1980,10,49.2,34.3,39.6,24.7,5.9,1.5,0.0,26.1,14.1,6.6,1.8,0.0
11171,OHIO,1980,10,57.6,24.4,0.0,0.0,0.0,0.0,0.0,75.5,50.5,20.8,10.6,4.6
11172,OKLAHOMA,1980,10,68.0,23.5,76.5,50.4,21.5,9.6,2.5,0.0,0.0,0.0,0.0,0.0
11173,OREGON,1980,10,53.7,37.4,25.3,10.4,0.4,0.0,0.0,37.2,22.4,8.3,3.5,1.1
11174,RHODE ISLAND,1980,10,56.6,37.0,63.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11175,SOUTH CAROLINA,1980,10,68.9,59.1,30.7,13.8,5.4,3.2,0.0,10.2,2.3,0.0,0.0,0.0
11176,SOUTH DAKOTA,1980,10,53.9,15.1,85.0,53.2,14.8,6.8,2.3,0.0,0.0,0.0,0.0,0.0
11177,TENNESSEE,1980,10,64.4,44.8,46.5,28.8,14.4,6.6,0.7,8.9,3.1,0.0,0.0,0.0
11178,TEXAS,1980,10,70.8,47.4,40.4,22.4,5.9,1.1,0.0,12.1,4.7,0.0,0.0,0.0
11179,UTAH,1980,10,54.5,13.9,0.0,0.0,0.0,0.0,0.0,86.0,71.8,32.4,10.5,0.6
11180,VERMONT,1980,10,49.1,9.9,90.1,53.8,4.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0
11181,VIRGINIA,1980,10,62.4,21.9,78.0,61.9,22.6,7.9,1.7,0.0,0.0,0.0,0.0,0.0
11182,WASHINGTON,1980,10,52.6,31.9,18.6,9.7,0.5,0.0,0.0,49.6,39.1,23.3,13.4,2.3
11183,WEST VIRGINIA,1980,10,58.6,54.3,6.5,1.3,0.1,0.0,0.0,39.3,21.5,4.6,1.7,0.7
11184,WISCONSIN,1980,10,49.7,36.5,4.2,2.0,0.0,0.0,0.0,59.4,38.4,11.4,4.6,1.0
11185,WYOMING,1980,10,48.7,45.4,32.7,20.1,4.3,1.3,0.1,21.8,12.6,1.0,0.0,0.0
11186,ALABAMA,1980,11,56.1,12.1,0.0,0.0,0.0,0.0,0.0,87.9,75.1,50.0,22.4,5.9
11187,ARIZONA,1980,11,55.6,31.6,66.4,48.1,17.3,11.2,3.8,1.9,0.0,0.0,0.0,0.0
11188,ARKANSAS,1980,11,53.8,43.2,43.9,38.1,23.1,8.3,1.1,12.8,5.1,0.7,0.3,0.0
11189,CALIFORNIA,1980,11,56.3,38.2,56.6,44.6,16.2,4.4,0.0,5.2,1.7,0.0,0.0,0.0
11190,COLORADO,1980,11,40.2,59.6,37.8,23.1,5.6,1.8,0.1,2.6,0.3,0.0,0.0,0.0
11191,CONNECTICUT,1980,11,43.3,77.6,3.2,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0
11192,DELAWARE,1980,11,49.1,89.6,2.1,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0
11193,FLORIDA,1980,11,67.9,27.9,45.3,34.7,15.3,9.4,4.5,26.8,14.3,3.4,0.1,0.0
11194,GEORGIA,1980,11,57.2,55.4,11.3,5.0,0.0,0.0,0.0,33.3,18.9,6.0,1.2,0.0
11195,IDAHO,1980,11,38.5,26.8,0.2,0.0,0.0,0.0,0.0,73.0,54.1,16.3,3.9,0.1
11196,ILLINOIS,1980,11,46.2,51.7,35.7,17.3,0.7,0.0,0.0,12.6,3.4,0.2,0.0,0.0
11197,INDIANA,1980,11,45.2,79.2,10.2,2.7,0.0,0.0,0.0,10.7,2.5,0.0,0.0,0.0
11198,IOWA,1980,11,43.2,37.2,52.9,42.5,18.3,5.0,0.0,9.8,4.2,0.9,0.2,0.0
11199,KANSAS,1980,11,50.0,12.1,81.9,69.7,39.4,23.6,12.0,6.1,3.6,0.0,0.0,0.0
11200,KENTUCKY,1980,11,48.8,48.7,51.3,29.6,6.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0
11201,LOUISIANA,1980,11,59.3,36.1,3.5,0.1,0.0,0.0,0.0,60.5,44.2,29.9,24.0,1.7
11202,MAINE,1980,11,36.0,62.1,20.5,8.3,0.0,0.0,0.0,17.4,9.4,0.0,0.0,0.0
11203,MARYLAND,1980,11,48.2,74.4,17.0,3.9,0.1,0.0,0.0,8.7,6.0,1.8,0.3,0.0
11204,MASSACHUSETTS,1980,11,42.2,63.6,35.9,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11205,MICHIGAN,1980,11,38.5,37.1,24.0,17.8,6.6,1.4,0.0,38.8,20.8,3.3,0.1,0.0
11206,MINNESOTA,1980,11,36.8,22.8,74.9,60.0,24.0,6.2,0.0,2.3,1.0,0.1,0.0,0.0
11207,MISSISSIPPI,1980,11,56.4,0.0,0.0,0.0,0.0,0.0,0.0,99.9,96.6,67.5,40.8,3.2
11208,MISSOURI,1980,11,49.2,5.1,94.6,86.7,58.8,39.1,17.5,0.3,0.0,0.0,0.0,0.0
11209,MONTANA,1980,11,38.9,32.8,31.2,21.1,6.7,1.1,0.0,36.0,26.0,12.0,7.2,3.2
11210,NEBRASKA,1980,11,44.6,7.6,92.3,78.5,41.6,17.3,2.0,0.2,0.0,0.0,0.0,0.0
11211,NEVADA,1980,11,46.3,54.8,0.1,0.0,0.0,0.0,0.0,45.0,25.9,7.3,1.9,0.0
11212,NEW HAMPSHIRE,1980,11,37.2,64.5,31.8,6.7,0.7,0.0,0.0,3.6,0.1,0.0,0.0,0.0
11213,NEW JERSEY,1980,11,46.6,83.8,11.0,0.3,0.0,0.0,0.0,5.1,0.9,0.0,0.0,0.0
11214,NEW MEXICO,1980,11,46.4,29.2,64.6,43.9,18.1,9.2,2.7,6.1,2.2,0.0,0.0,0.0
11215,NEW YORK,1980,11,38.9,63.7,17.1,5.1,0.0,0.0,0.0,19.3,10.8,3.5,1.0,0.1
11216,NORTH CAROLINA,1980,11,52.2,51.8,36.5,23.6,9.8,3.7,0.4,11.6,4.3,0.0,0.0,0.0
11217,NORTH DAKOTA,1980,11,38.0,34.3,40.6,25.5,6.8,1.9,0.0,25.1,13.0,5.8,1.0,0.0
11218,OHIO,1980,11,43.8,31.0,0.1,0.0,0.0,0.0,0.0,68.9,50.1,21.8,11.8,6.0
11219,OKLAHOMA,1980,11,54.1,16.9,83.2,58.6,25.8,11.0,2.9,0.0,0.0,0.0,0.0,0.0
11220,OREGON,1980,11,44.2,58.1,21.0,3.6,0.0,0.0,0.0,20.8,12.9,3.1,1.1,0.0
11221,RHODE ISLAND,1980,11,44.4,93.5,0.4,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
11222,SOUTH CAROLINA,1980,11,55.9,53.4,19.2,8.5,3.5,0.4,0.0,27.3,14.1,1.6,0.2,0.0
11223,SOUTH DAKOTA,1980,11,41.8,10.4,89.7,59.4,20.1,9.4,3.4,0.0,0.0,0.0,0.0,0.0
11224,TENNESSEE,1980,11,51.1,53.9,26.1,13.0,3.7,0.4,0.0,20.2,10.2,0.5,0.0,0.0
11225,TEXAS,1980,11,57.9,47.6,33.9,19.2,4.0,0.4,0.0,18.7,9.0,0.7,0.0,0.0
11226,UTAH,1980,11,43.0,43.9,3.3,1.1,0.0,0.0,0.0,52.8,31.6,4.2,0.4,0.0
11227,VERMONT,1980,11,36.1,58.3,40.7,7.4,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0
11228,VIRGINIA,1980,11,48.8,37.4,60.0,38.2,9.5,4.0,1.3,2.7,0.1,0.0,0.0,0.0
11229,WASHINGTON,1980,11,43.2,50.6,9.0,1.9,0.0,0.0,0.0,40.5,22.8,2.0,0.0,0.0
11230,WEST VIRGINIA,1980,11,44.8,42.5,1.4,0.4,0.0,0.0,0.0,56.0,35.1,11.3,3.9,1.0
11231,WISCONSIN,1980,11,37.8,41.9,5.5,2.5,0.0,0.0,0.0,52.7,31.9,7.6,2.9,0.2
11232,WYOMING,1980,11,36.8,44.0,34.4,22.0,4.6,1.4,0.0,21.6,10.1,1.0,0.0,0.0
11421,ALABAMA,1981,4,59.5,5.7,94.3,83.3,38.4,10.2,0.8,0.0,0.0,0.0,0.0,0.0
11422,ARIZONA,1981,4,54.8,30.5,69.6,48.2,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11423,ARKANSAS,1981,4,58.6,0.7,99.3,91.3,56.2,35.0,13.8,0.0,0.0,0.0,0.0,0.0
11424,CALIFORNIA,1981,4,52.6,31.5,68.5,35.7,3.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
11425,COLORADO,1981,4,41.6,11.5,83.2,77.8,53.6,31.7,13.3,5.3,3.3,1.5,0.8,0.1
11426,CONNECTICUT,1981,4,42.6,0.0,100.0,100.0,91.2,60.3,18.9,0.0,0.0,0.0,0.0,0.0
11427,DELAWARE,1981,4,48.2,0.0,100.0,97.3,40.7,21.5,10.3,0.0,0.0,0.0,0.0,0.0
11428,FLORIDA,1981,4,66.5,11.0,89.1,77.2,53.3,31.2,8.9,0.0,0.0,0.0,0.0,0.0
11429,GEORGIA,1981,4,59.7,5.3,94.7,86.6,47.3,19.0,0.4,0.0,0.0,0.0,0.0,0.0
11430,IDAHO,1981,4,39.4,51.2,20.9,11.6,1.2,0.1,0.0,27.9,13.8,4.2,0.5,0.0
11431,ILLINOIS,1981,4,49.2,19.4,44.7,36.9,22.2,14.8,3.7,35.8,24.5,3.6,0.6,0.0
11432,INDIANA,1981,4,47.4,15.6,72.3,59.7,22.4,8.5,1.6,12.1,6.2,0.0,0.0,0.0
11433,IOWA,1981,4,47.0,33.7,28.9,18.1,5.9,1.6,0.0,37.3,26.6,11.1,7.6,3.4
11434,KANSAS,1981,4,53.4,26.3,64.9,47.5,23.3,11.5,1.8,8.8,5.5,2.9,2.0,0.5
11435,KENTUCKY,1981,4,51.4,1.8,98.2,92.4,42.2,8.2,0.1,0.0,0.0,0.0,0.0,0.0
11436,LOUISIANA,1981,4,64.2,0.8,99.3,97.7,83.6,72.1,47.8,0.0,0.0,0.0,0.0,0.0
11437,MAINE,1981,4,35.4,36.0,59.2,48.2,22.3,5.9,0.0,4.8,1.3,0.2,0.0,0.0
11438,MARYLAND,1981,4,48.2,5.7,94.3,86.5,74.2,59.7,23.7,0.0,0.0,0.0,0.0,0.0
11439,MASSACHUSETTS,1981,4,41.6,0.0,100.0,99.8,56.2,29.2,8.5,0.0,0.0,0.0,0.0,0.0
11440,MICHIGAN,1981,4,38.6,51.4,12.8,8.7,0.8,0.0,0.0,35.6,18.2,6.6,1.5,0.5
11441,MINNESOTA,1981,4,39.2,42.4,11.1,6.4,3.0,1.5,0.3,46.5,27.5,12.1,6.6,2.3
11442,MISSISSIPPI,1981,4,61.1,0.1,100.1,99.5,73.3,41.8,12.8,0.0,0.0,0.0,0.0,0.0
11443,MISSOURI,1981,4,53.4,17.0,78.4,67.7,46.0,35.5,17.6,4.6,1.0,0.0,0.0,0.0
11444,MONTANA,1981,4,39.8,59.6,24.4,10.8,1.8,0.7,0.2,15.9,9.4,2.2,0.0,0.0
11445,NEBRASKA,1981,4,48.0,17.0,77.6,54.5,20.6,8.7,2.6,5.5,4.2,1.8,0.9,0.0
11446,NEVADA,1981,4,44.8,34.0,58.2,41.8,18.3,9.8,0.4,7.7,3.8,0.0,0.0,0.0
11447,NEW HAMPSHIRE,1981,4,37.6,48.2,48.9,27.6,0.1,0.0,0.0,2.9,0.0,0.0,0.0,0.0
11448,NEW JERSEY,1981,4,45.6,0.0,100.0,100.0,100.0,87.6,39.6,0.0,0.0,0.0,0.0,0.0
11449,NEW MEXICO,1981,4,49.0,43.7,36.5,24.1,11.4,4.3,0.3,19.9,15.2,7.5,4.1,0.1
11450,NEW YORK,1981,4,38.9,28.0,63.4,53.8,33.6,16.6,3.5,8.6,2.4,0.5,0.0,0.0
11451,NORTH CAROLINA,1981,4,53.6,0.0,100.0,98.9,89.5,75.7,41.0,0.0,0.0,0.0,0.0,0.0
11452,NORTH DAKOTA,1981,4,40.2,21.1,9.1,2.3,0.0,0.0,0.0,69.8,60.4,34.2,22.7,10.3
11453,OHIO,1981,4,45.0,36.5,46.3,26.9,4.0,0.2,0.0,17.0,8.0,1.3,0.1,0.0
11454,OKLAHOMA,1981,4,58.0,7.6,92.2,86.4,52.1,23.9,5.6,0.1,0.0,0.0,0.0,0.0
11455,OREGON,1981,4,42.5,57.5,32.1,15.3,1.1,0.0,0.0,10.4,3.2,0.7,0.0,0.0
11456,RHODE ISLAND,1981,4,42.8,0.0,100.0,100.0,100.0,97.0,58.1,0.0,0.0,0.0,0.0,0.0
11457,SOUTH CAROLINA,1981,4,58.4,0.0,99.9,99.6,61.4,33.8,7.7,0.0,0.0,0.0,0.0,0.0
11458,SOUTH DAKOTA,1981,4,44.7,36.5,60.6,35.8,6.9,2.1,0.1,2.9,0.0,0.0,0.0,0.0
11459,TENNESSEE,1981,4,54.2,0.1,99.9,98.1,75.7,50.8,15.8,0.0,0.0,0.0,0.0,0.0
11460,TEXAS,1981,4,61.7,20.6,30.6,24.0,12.7,8.7,3.9,48.7,42.9,28.4,20.5,7.7
11461,UTAH,1981,4,44.0,48.3,43.5,21.9,3.7,0.2,0.0,8.3,1.1,0.0,0.0,0.0
11462,VERMONT,1981,4,36.6,65.4,22.0,10.1,0.3,0.0,0.0,12.7,0.1,0.0,0.0,0.0
11463,VIRGINIA,1981,4,49.7,0.0,100.1,99.6,93.5,81.8,63.1,0.0,0.0,0.0,0.0,0.0
11464,WASHINGTON,1981,4,43.2,87.8,8.1,1.2,0.0,0.0,0.0,4.1,0.8,0.0,0.0,0.0
11465,WEST VIRGINIA,1981,4,46.2,21.2,76.8,58.4,23.8,10.9,0.2,2.0,0.0,0.0,0.0,0.0
11466,WISCONSIN,1981,4,39.3,6.0,0.0,0.0,0.0,0.0,0.0,94.0,84.3,46.7,26.2,11.0
11467,WYOMING,1981,4,39.1,31.7,62.9,45.0,14.1,4.3,0.5,5.5,3.3,0.0,0.0,0.0
11468,ALABAMA,1981,5,67.0,11.6,88.4,60.5,8.2,2.3,0.6,0.0,0.0,0.0,0.0,0.0
11469,ARIZONA,1981,5,63.0,51.4,48.5,21.7,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
11470,ARKANSAS,1981,5,65.9,48.8,51.2,29.1,7.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0
11471,CALIFORNIA,1981,5,59.2,36.8,63.0,32.3,1.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0
11472,COLORADO,1981,5,49.6,23.1,60.6,44.9,15.2,5.8,1.1,16.3,11.8,3.7,2.0,0.5
11473,CONNECTICUT,1981,5,53.7,0.0,100.0,99.9,75.4,25.8,0.5,0.0,0.0,0.0,0.0,0.0
11474,DELAWARE,1981,5,58.4,45.7,54.3,33.9,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11475,FLORIDA,1981,5,72.9,11.3,88.8,73.5,44.1,26.6,1.8,0.0,0.0,0.0,0.0,0.0
11476,GEORGIA,1981,5,67.4,8.7,91.2,71.4,14.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0
11477,IDAHO,1981,5,45.2,48.7,10.7,2.3,0.1,0.0,0.0,40.8,28.3,8.5,1.4,0.0
11478,ILLINOIS,1981,5,57.8,60.6,29.3,14.0,0.5,0.0,0.0,10.1,1.8,0.0,0.0,0.0
11479,INDIANA,1981,5,56.6,40.8,54.6,34.0,4.8,0.0,0.0,4.6,0.8,0.0,0.0,0.0
11480,IOWA,1981,5,56.1,22.0,76.6,62.1,46.5,38.6,15.9,1.4,0.4,0.0,0.0,0.0
11481,KANSAS,1981,5,60.8,38.6,43.3,24.5,4.1,0.3,0.0,17.9,12.3,7.3,5.7,4.5
11482,KENTUCKY,1981,5,60.4,17.6,82.4,47.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11483,LOUISIANA,1981,5,71.0,7.1,93.0,79.7,47.6,19.9,0.4,0.0,0.0,0.0,0.0,0.0
11484,MAINE,1981,5,47.2,37.6,50.2,36.5,7.3,0.5,0.0,12.1,2.3,0.8,0.0,0.0
11485,MARYLAND,1981,5,58.4,13.6,86.4,74.3,39.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0
11486,MASSACHUSETTS,1981,5,52.6,0.6,99.3,91.9,35.9,18.2,2.9,0.0,0.0,0.0,0.0,0.0
11487,MICHIGAN,1981,5,48.6,55.6,22.9,13.3,6.3,2.0,0.0,21.5,9.0,0.9,0.2,0.0
11488,MINNESOTA,1981,5,49.6,42.7,51.0,39.5,20.7,15.2,9.8,6.3,2.9,0.0,0.0,0.0
11489,MISSISSIPPI,1981,5,68.7,4.4,95.6,80.4,18.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11490,MISSOURI,1981,5,61.0,40.3,55.3,41.5,15.3,3.6,0.0,4.4,1.0,0.0,0.0,0.0
11491,MONTANA,1981,5,47.2,36.5,11.0,4.8,0.4,0.0,0.0,52.7,43.3,27.4,15.9,2.8
11492,NEBRASKA,1981,5,55.8,21.1,66.0,59.2,29.9,15.5,5.2,12.9,6.4,3.5,2.4,1.0
11493,NEVADA,1981,5,52.4,47.2,28.0,17.2,4.9,1.2,0.0,24.8,16.9,7.2,2.6,0.0
11494,NEW HAMPSHIRE,1981,5,49.4,48.2,37.5,10.5,0.0,0.0,0.0,14.3,2.2,0.0,0.0,0.0
11495,NEW JERSEY,1981,5,56.8,0.0,100.0,99.5,41.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0
11496,NEW MEXICO,1981,5,57.5,53.7,24.0,8.4,0.9,0.0,0.0,22.3,15.8,7.0,3.4,0.3
11497,NEW YORK,1981,5,50.6,34.2,61.5,47.6,14.0,4.1,0.0,4.2,0.8,0.0,0.0,0.0
11498,NORTH CAROLINA,1981,5,62.6,10.5,89.4,76.1,33.4,13.2,2.1,0.0,0.0,0.0,0.0,0.0
11499,NORTH DAKOTA,1981,5,50.0,48.7,36.4,22.7,8.9,4.5,0.8,14.8,4.2,0.0,0.0,0.0
11500,OHIO,1981,5,55.4,26.4,73.7,49.9,16.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0
11501,OKLAHOMA,1981,5,65.4,23.9,71.0,53.3,13.5,4.5,0.7,5.0,2.9,0.0,0.0,0.0
11502,OREGON,1981,5,47.4,49.4,22.9,9.5,0.4,0.0,0.0,27.6,16.9,2.7,0.9,0.0
11503,RHODE ISLAND,1981,5,53.2,0.0,100.0,100.0,98.2,78.8,45.2,0.0,0.0,0.0,0.0,0.0
11504,SOUTH CAROLINA,1981,5,66.9,2.1,97.8,78.9,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11505,SOUTH DAKOTA,1981,5,53.6,22.0,76.9,61.4,39.5,29.1,14.6,1.0,0.0,0.0,0.0,0.0
11506,TENNESSEE,1981,5,62.7,5.1,94.8,83.4,50.4,31.7,9.7,0.0,0.0,0.0,0.0,0.0
11507,TEXAS,1981,5,69.4,28.9,21.0,12.7,3.1,1.3,0.1,50.1,41.1,26.7,19.9,8.6
11508,UTAH,1981,5,51.6,62.3,9.7,3.8,0.1,0.0,0.0,27.8,18.4,2.9,0.5,0.0
11509,VERMONT,1981,5,48.8,69.7,19.4,4.4,0.0,0.0,0.0,10.9,0.9,0.0,0.0,0.0
11510,VIRGINIA,1981,5,59.2,3.2,96.9,89.6,66.9,46.5,15.8,0.0,0.0,0.0,0.0,0.0
11511,WASHINGTON,1981,5,47.8,69.3,7.2,1.2,0.0,0.0,0.0,23.5,4.6,0.0,0.0,0.0
11512,WEST VIRGINIA,1981,5,56.4,12.7,87.3,64.9,15.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0
11513,WISCONSIN,1981,5,49.4,59.7,22.0,5.2,0.1,0.0,0.0,18.4,2.4,0.0,0.0,0.0
11514,WYOMING,1981,5,45.9,57.6,20.0,10.7,1.2,0.2,0.0,22.4,11.9,6.0,4.5,1.5
11515,ALABAMA,1981,6,73.6,1.9,98.1,90.5,36.5,13.8,2.0,0.0,0.0,0.0,0.0,0.0
11516,ARIZONA,1981,6,71.9,64.2,35.2,5.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
11517,ARKANSAS,1981,6,71.6,36.2,63.8,44.8,8.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0
11518,CALIFORNIA,1981,6,67.6,36.8,63.1,30.7,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0
11519,COLORADO,1981,6,57.6,31.3,56.9,35.9,13.7,7.2,1.6,11.8,5.3,0.5,0.0,0.0
11520,CONNECTICUT,1981,6,62.4,0.1,100.0,88.5,25.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11521,DELAWARE,1981,6,66.8,60.2,39.7,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11522,FLORIDA,1981,6,78.2,13.8,86.1,69.8,36.4,17.3,5.8,0.0,0.0,0.0,0.0,0.0
11523,GEORGIA,1981,6,74.3,2.3,97.6,85.4,45.1,22.1,3.2,0.0,0.0,0.0,0.0,0.0
11524,IDAHO,1981,6,51.8,57.4,14.8,4.0,0.5,0.1,0.0,27.8,10.0,0.3,0.0,0.0
11525,ILLINOIS,1981,6,65.5,53.0,29.9,16.1,2.2,0.0,0.0,17.0,2.9,0.0,0.0,0.0
11526,INDIANA,1981,6,64.8,29.6,52.0,33.3,4.9,1.6,0.0,18.5,13.9,1.4,0.2,0.0
11527,IOWA,1981,6,64.0,29.8,66.1,54.8,28.4,12.9,2.6,4.2,0.8,0.0,0.0,0.0
11528,KANSAS,1981,6,68.0,47.7,22.4,7.3,0.0,0.0,0.0,29.9,17.3,5.3,2.3,0.0
11529,KENTUCKY,1981,6,67.1,39.2,60.9,28.6,5.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
11530,LOUISIANA,1981,6,76.1,14.9,85.2,51.7,11.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
11531,MAINE,1981,6,57.0,36.4,53.2,40.0,14.7,0.2,0.0,10.5,1.9,0.6,0.0,0.0
11532,MARYLAND,1981,6,66.7,33.5,65.9,34.7,2.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0
11533,MASSACHUSETTS,1981,6,61.6,9.8,90.2,60.9,14.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
11534,MICHIGAN,1981,6,58.0,55.5,29.9,10.7,2.8,1.4,0.0,14.7,6.8,0.9,0.0,0.0
11535,MINNESOTA,1981,6,58.6,52.4,34.0,23.2,8.7,5.0,1.7,13.6,4.4,0.0,0.0,0.0
11536,MISSISSIPPI,1981,6,74.4,0.5,99.6,89.3,33.0,12.2,2.4,0.0,0.0,0.0,0.0,0.0
11537,MISSOURI,1981,6,67.1,33.7,28.1,14.5,3.0,0.8,0.0,38.1,20.1,1.6,0.0,0.0
11538,MONTANA,1981,6,53.2,40.0,7.1,0.7,0.0,0.0,0.0,52.8,37.7,16.5,5.0,0.1
11539,NEBRASKA,1981,6,63.1,28.5,62.6,53.2,17.0,3.4,0.1,9.1,3.8,1.6,0.1,0.0
11540,NEVADA,1981,6,61.4,46.6,44.0,28.6,12.6,5.5,1.3,9.4,4.9,0.0,0.0,0.0
11541,NEW HAMPSHIRE,1981,6,58.8,76.6,20.2,3.4,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0
11542,NEW JERSEY,1981,6,65.2,11.1,88.9,43.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11543,NEW MEXICO,1981,6,65.9,53.1,41.1,14.4,0.2,0.0,0.0,5.8,0.8,0.0,0.0,0.0
11544,NEW YORK,1981,6,59.6,37.2,59.5,38.1,7.0,0.4,0.0,3.3,0.2,0.0,0.0,0.0
11545,NORTH CAROLINA,1981,6,70.4,6.4,93.7,85.6,58.0,35.3,5.9,0.0,0.0,0.0,0.0,0.0
11546,NORTH DAKOTA,1981,6,57.3,59.0,29.3,14.1,0.6,0.0,0.0,11.6,4.0,0.0,0.0,0.0
11547,OHIO,1981,6,63.7,64.2,15.6,3.6,0.0,0.0,0.0,20.2,6.2,0.1,0.0,0.0
11548,OKLAHOMA,1981,6,72.0,35.4,64.6,29.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11549,OREGON,1981,6,53.2,62.7,15.0,6.9,0.2,0.0,0.0,22.3,9.5,1.1,0.0,0.0
11550,RHODE ISLAND,1981,6,62.2,0.0,100.0,99.4,52.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0
11551,SOUTH CAROLINA,1981,6,74.4,0.9,99.1,92.8,66.7,40.1,5.0,0.0,0.0,0.0,0.0,0.0
11552,SOUTH DAKOTA,1981,6,60.7,26.2,72.4,51.1,25.8,10.9,0.9,1.4,0.0,0.0,0.0,0.0
11553,TENNESSEE,1981,6,69.1,10.1,89.9,69.8,37.1,19.9,3.2,0.0,0.0,0.0,0.0,0.0
11554,TEXAS,1981,6,75.1,43.0,15.7,6.3,0.4,0.1,0.0,41.4,32.7,14.2,4.5,1.1
11555,UTAH,1981,6,60.4,68.9,23.5,7.3,0.8,0.1,0.0,7.6,1.5,0.0,0.0,0.0
11556,VERMONT,1981,6,58.0,81.1,17.7,4.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
11557,VIRGINIA,1981,6,67.1,5.7,94.2,87.2,57.0,36.1,14.2,0.0,0.0,0.0,0.0,0.0
11558,WASHINGTON,1981,6,52.8,73.6,2.2,0.5,0.0,0.0,0.0,24.1,5.7,0.6,0.0,0.0
11559,WEST VIRGINIA,1981,6,63.4,40.0,46.2,20.8,3.3,0.0,0.0,13.7,2.9,0.0,0.0,0.0
11560,WISCONSIN,1981,6,58.8,26.0,58.8,44.6,16.6,4.8,0.0,15.0,6.6,2.3,0.6,0.0
11561,WYOMING,1981,6,53.2,64.2,24.8,12.2,0.9,0.1,0.0,11.0,4.7,0.6,0.0,0.0
